Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.226035762102057,0.0146403363111812,TM0211,TM0545,,,
2,0.226035762102057,0.0146403363111812,TM0211,TM0546,,,
4,0.0406537816577336,1.98064304738138,TM0273,TM1062,TM1640,TM1217,
4,0.0406537816577336,1.98064304738138,TM0273,TM1640,TM1217,TM0067,
4,0.0406537816577336,1.98064304738138,TM0273,TM1640,TM1217,TM0069,
4,0.0411198107392721,1.92421740185728,TM0273,TM1640,TM1217,TM0438,
4,0.0406537816577336,1.98064304738138,TM0273,TM1640,TM1217,TM0068,
4,0.0406537816577336,1.98064304738138,TM0273,TM1640,TM1217,TM0064,
4,0.0406537816577336,1.98064304738138,TM0273,TM1640,TM1217,TM0583,
5,0.0411235903331575,1.92421043617238,TM0209,TM0289,TM1640,TM1217,TM0438
5,0.0406575372324068,1.9806412592707,TM0209,TM0289,TM1640,TM1217,TM0064
5,0.0406575372324068,1.9806412592707,TM0209,TM0289,TM1640,TM1217,TM0583
5,0.0406575372324068,1.9806412592707,TM0209,TM0289,TM1062,TM1640,TM1217
5,0.0406575372324068,1.9806412592707,TM0209,TM0289,TM1640,TM1217,TM0069
5,0.0406575372324068,1.9806412592707,TM0209,TM0289,TM1640,TM1217,TM0068
5,0.0406575372324068,1.98064125927051,TM0209,TM0289,TM1640,TM1217,TM0067
