Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
11,0.335224916724022,7.45254205158497,b1849,b3115,b2296,b2587,b4077,b4014,b2976,b0767,b1676,b1854,b0729
10,0.335224916724022,7.45254205158497,b1849,b3115,b2296,b0727,b2587,b1852,b4077,b4015,b1676,b1854,
