Deletion size,Max growth rate,Min production rate,Deleted genes,,
3,0.359606707775892,0.122009741998501,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_20310
3,0.359606707775733,0.105841708331714,PHATRDRAFT_26290,PHATRDRAFT_16490,PHATRDRAFT_29658
