Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
2,0.283558381214824,0.258820464475646,YPO1541,YPO0463,,,,
2,0.283558381214712,0.258820464472742,YPO2066,YPO0463,,,,
2,0.283558381214712,0.258820464472742,YPO0463,YPO1149,,,,
6,0.245088351745068,0.0855570629195923,YPO2157,YPO0460,YPO2824,YPO1109,YPO3141,YPO3520
