Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
9,0.335224916724022,1.72493940817585,b0727,b2587,b4077,b4015,b0767,b2297,b2458,b1676,b1854,
9,0.335224916724022,1.72493940817585,b2587,b4077,b2029,b4015,b2297,b2458,b1676,b1854,b0729,
10,0.335224916724022,1.72493940817585,b1849,b3115,b2296,b2587,b4077,b2029,b4015,b1676,b1854,b0729
