Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.268470172580298,0.320738630499649,YLR027C,YHR208W,YGR244C,
4,0.26791316511648,0.320073180112518,YLR027C,YHR208W,YKL141W,YMR118C
