Deletion size,Max growth rate,Min production rate,Deleted genes,,,
1,0.124894995682905,0.400304073038247,TM0428,,,
1,0.124894995683014,0.400304073038368,TM0066,,,
4,0.1132119069518,0.209985678819874,TM1385,TM1640,TM1217,TM1667
4,0.1132119069518,0.209985678819874,TM1385,TM1640,TM1217,TM0296
