Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.222717272358778,0.0756347856967564,YNR001C,YPR001W,,
2,0.258301167037413,0.0350600784233129,UNKNOWN,YBR291C,,
2,0.276120119508461,0.013999290059079,YFR055W,YNL277W,,
2,0.276120119425195,0.0139992900548574,YFR055W,YLR303W,,
2,0.283123383519309,0.00654015016570175,YLR043C,YDR353W,,
4,0.2542497004544,0.037004227834448,YKL106W,YPL262W,YOL126C,YKL120W
