Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.621230341615308,0.0598362852822945,b4467,b1478,b1241,b0351,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b1602,b0507,b0529,b1380,b2660,b0606,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.699695946186622,1.24366837566916,b3073,b2925,b2097,b3124,b1779,b2690,b1493,b3517,b4014,b2976,b0726,b3945,b0010,b2789,b3127,b0755,b3612,b1298,b0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.675168273237031,1.09861254639797,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b3617,b2407,b0517,b0261,b0507,b0511,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.794639174914285,0.18340563523773,b2836,b3708,b3008,b0871,b0517,b2797,b3117,b1814,b4471,b4381,b0511,b0114,b0509,b3125,b2366,b2492,b0904,b1533,b0508,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.518480022696659,0.843074181667003,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b3617,b0030,b2407,b1982,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.577518455216617,0.197580036135181,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b2779,b1004,b3713,b1109,b0046,b3236,b1779,b1602,b2913,b1380,b0606,b0221,b2285,b3924,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.611771128008207,0.117764106820594,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b1602,b2913,b0509,b3125,b1380,b0508,b0606,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.607696420155039,1.21637639693868,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b1004,b3713,b1109,b0046,b3236,b1602,b0507,b3915,b0452,b0755,b3612,b1380,b2660,b0606,b2285,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.489242264378611,1.20965311897091,b4467,b1241,b0351,b0871,b2925,b2097,b1004,b3713,b1109,b0046,b3236,b1779,b2690,b3945,b1602,b2913,b4381,b1727,b2492,b0904,b1380,b0606,b2285,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.518480022696676,0.843074181666415,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2502,b2744,b0871,b3617,b1982,b4374,b0675,b2361,b2291,b0261,b0507,b0112,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.518480022696633,0.843074181667424,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b3752,b0871,b2407,b1982,b3616,b3589,b0261,b0507,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.518480022696619,0.843074181665737,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b0030,b2407,b1982,b3616,b3589,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
