Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
3,0.27645599046004,0.330279206113807,YLR027C,YHR208W,YGR244C,,,,,,,,
3,0.276455990451367,0.330279211006264,YLR027C,YDR148C,YHR208W,,,,,,,,
4,0.276431255663143,0.330249661609349,YLR027C,YHR208W,YLR164W,YDR178W,,,,,,,
11,0.134204282912132,0.0111134285104661,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YLR027C,YOR120W,YMR250W,YGR244C,YJL121C,YLR348C
