Deletion size,Max growth rate,Min production rate,Deleted genes
1,0.174100674833028,0.558014425424935,TM0066
1,0.174100674832893,0.558014425423747,TM0428
1,0.174100674832865,0.558014425423904,TM1154
1,0.174100674832865,0.558014425423904,TM1155
