Deletion size,Max growth rate,Min production rate,Deleted genes,,,
4,0.350808310118133,0.0430614322328645,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693
4,0.355414051307005,0.0205198491172606,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215
4,0.355414051306914,0.0205198491172554,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215
