Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.208663405110123,0.0560624389575207,PHATRDRAFT_10454,PHATRDRAFT_20310,
3,0.301035073182922,0.0409519124463023,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_43469
