Deletion size,Max growth rate,Min production rate,Deleted genes,,
3,0.359606707775731,0.122009741998447,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_18064
3,0.359606707776084,0.122009741998566,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_20310
3,0.359606707775731,0.105841708331716,PHATRDRAFT_30145,PHATRDRAFT_16490,PHATRDRAFT_29658
