Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.256723029394715,0.0391344099624301,STM1749,STM2463,STM4108,STM2285,STM3526,STM1290,STM4326,STM1511,STM1885,STM3529,STM1620,STM1448,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,,,,,,,,,,,,,,,,,,,,
22,0.255883532783123,0.0370282919912714,STM3646,STM2285,STM3526,STM4567,STM4326,STM1511,STM1885,STM0321,STM0840,STM0842,STM1135,STM0369,STM1448,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,,,,,,,,,,,,,,,,,,,,
22,0.256593324686677,0.0362661201816514,STM3646,STM1749,STM2463,STM4108,STM2285,STM3526,STM0322,STM4326,STM1511,STM1885,STM3529,STM1135,STM1448,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,,,,,,,,,,,,,,,,,,,,
23,0.255407855608612,0.0370187231512545,STM2285,STM3526,STM0322,STM4326,STM1884,STM0840,STM0842,STM3709,STM1620,STM0368,STM1448,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM3708,,,,,,,,,,,,,,,,,,,
23,0.256566898122405,0.0362939687530132,STM3646,STM2122,STM4108,STM2285,STM3526,STM0322,STM4570,STM4326,STM1884,STM3709,STM3529,STM1135,STM1448,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3708,,,,,,,,,,,,,,,,,,,
23,0.256145608720681,0.0362256364135597,STM3646,STM4108,STM2285,STM3526,STM0322,STM4326,STM1511,STM0517,STM3529,STM1135,STM3542,STM4485,STM4183,STM1448,STM3069,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,,,,,,,,,,,,,,,,,,,
24,0.234020185656016,0.0600668881848862,STM3646,STM2285,STM3526,STM1290,STM4326,STM0321,STM3709,STM1135,STM3542,STM4485,STM0368,STM1448,STM1326,STM4062,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM3708,,,,,,,,,,,,,,,,,,
24,0.240225460166468,0.0472952757615266,STM1749,STM2463,STM4108,STM2285,STM3526,STM4567,STM4326,STM1885,STM2947,STM3709,STM3529,STM1620,STM0368,STM1448,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM1124,STM3708,,,,,,,,,,,,,,,,,,
24,0.256048631115603,0.0398513988654753,STM2285,STM3526,STM4570,STM4326,STM1885,STM0840,STM0842,STM3709,STM1620,STM0369,STM1448,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3968,STM1124,STM3708,,,,,,,,,,,,,,,,,,
24,0.255883532783126,0.0370282919923777,STM3646,STM4482,STM2285,STM3526,STM4567,STM3512,STM3541,STM4326,STM1511,STM0321,STM0840,STM0842,STM1135,STM0369,STM1448,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,,,,,,,,,,,,,,,,,,
24,0.256140341401682,0.0362311977046191,STM3646,STM4108,STM2285,STM3526,STM0322,STM4570,STM4326,STM1511,STM0517,STM3529,STM1135,STM3542,STM4485,STM4183,STM1448,STM3069,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3968,,,,,,,,,,,,,,,,,,
24,0.256166680163218,0.0362033889790506,STM4108,STM2285,STM3526,STM0322,STM4567,STM4326,STM1511,STM2952,STM3529,STM1620,STM3542,STM4485,STM1448,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM3248,STM0519,,,,,,,,,,,,,,,,,,
