Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.181888341804494,0.0756449968083108,CLJU_RS19990,CLJU_RS14130,
3,0.181888341804494,0.0756449968083077,CLJU_RS19990,CLJU_RS07210,CLJU_RS03475
