Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.751720397073736,0.129409793939222,b3553,b3399,b2744,b3708,b3008,b0871,b0160,b1982,b2797,b3117,b1814,b4471,b1033,b0595,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b1473,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.751720397073839,0.129409793937997,b4382,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b0507,b3709,b2406,b3161,b0112,b2975,b0114,b3603,b0886,b1539,b2492,b0904,b0591,b2578,b1533,b3927,b2835,b1473,b0494,b1600,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.751720397073785,0.129409793936621,b4382,b0586,b4384,b3708,b3008,b0871,b0030,b2407,b0121,b1982,b2797,b3117,b1814,b4471,b0261,b0507,b3709,b2406,b3161,b0112,b2975,b0114,b3603,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2835,b1473,b0494,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.751720397073811,0.129409793938196,b3553,b4384,b3708,b3008,b3752,b0871,b2407,b1238,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b0591,b2578,b1533,b3927,b3821,b2965,b0693,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.751720397073732,0.129409793936333,b3553,b3399,b2502,b2744,b3708,b3008,b0871,b1982,b2797,b3117,b1814,b4471,b1033,b2440,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b0494,b0594,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.747481825603091,0.114634771286089,b2836,b4382,b0586,b4384,b3708,b3008,b3752,b0871,b2407,b0120,b1982,b2797,b3117,b1814,b4471,b2440,b0261,b0507,b3709,b2406,b3161,b0112,b2975,b0114,b3603,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2240,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.751720397073811,0.129409793937871,b3399,b4382,b0586,b4384,b2744,b3708,b3008,b0871,b0160,b2407,b0120,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b1701,b1805,b0507,b3709,b2406,b3161,b0112,b2975,b0114,b3603,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.751720397073811,0.129409793940192,b3399,b2744,b3708,b3008,b0871,b0160,b1238,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b3709,b4381,b2406,b3161,b0112,b2975,b0114,b3603,b0886,b0509,b3125,b1539,b2492,b0904,b0591,b2578,b1533,b3927,b3821,b2965,b0693,b0508,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.66117221710573,0.085950873429998,b2836,b3553,b4382,b4069,b4384,b3708,b3008,b3752,b2297,b2458,b2407,b0121,b1982,b2797,b3117,b1814,b4471,b1033,b0595,b4014,b0261,b2976,b0507,b3709,b2406,b3161,b0112,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.664851957819136,0.0678776314915825,b3553,b3399,b4069,b2502,b2744,b3708,b3008,b3115,b1849,b2296,b0583,b1982,b2797,b3117,b1814,b4471,b1033,b4374,b0675,b2361,b2291,b4014,b0261,b2976,b0507,b3709,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b1473,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.299897110591249,0.0628415815462154,b4382,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b3617,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b4014,b0261,b2976,b3709,b2406,b3161,b0112,b0452,b2975,b0114,b3603,b0509,b3125,b2366,b2492,b0904,b3035,b1533,b0508,b1473,b1600,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.299904896469604,0.0628372479445168,b4382,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b3617,b0030,b2407,b3844,b0121,b1982,b2797,b3117,b1814,b4471,b0595,b4014,b0261,b2976,b0507,b3709,b0153,b0590,b2406,b3161,b0112,b0452,b2975,b0114,b3603,b2366,b2492,b0904,b1533,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.300653048360038,0.0545977931750174,b3553,b1241,b0351,b4069,b4384,b2744,b3708,b2297,b2458,b3617,b0030,b2407,b0120,b1982,b2797,b3117,b1814,b4471,b1033,b0596,b4374,b2361,b2291,b4014,b0261,b2976,b0411,b0507,b3709,b3161,b0112,b0114,b1539,b2492,b0904,b1533,b3821,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.300653048360023,0.0545977930101398,b3553,b3399,b0586,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b0160,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b1033,b4374,b0675,b2361,b2291,b4014,b0261,b2976,b1701,b1805,b0507,b3709,b3161,b0112,b0114,b2366,b2492,b0904,b1533,b1473,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.747174906179955,0.128627280861647,b2836,b3553,b3399,b4382,b4384,b2744,b3708,b3008,b3752,b0871,b0583,b2883,b0120,b1982,b2797,b3117,b1814,b4471,b1033,b1623,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b4064,b4464,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.661172217105726,0.0859508734811458,b2836,b3553,b3399,b4069,b2502,b2744,b3708,b3008,b2297,b2458,b0120,b1982,b2797,b3117,b1814,b4471,b1033,b4374,b0675,b2361,b2291,b4014,b0261,b2976,b0507,b2342,b3845,b3709,b3161,b0112,b0114,b0886,b1539,b2492,b0904,b3035,b2578,b1533,b3927,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
