Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.222833506603778,0.0756742588598056,YNR001C,YPR001W,,
2,0.258387679435222,0.0350718210192847,UNKNOWN,YBR291C,,
2,0.276149366189562,0.0140007729642093,YFR055W,YLR303W,,
2,0.276149366095887,0.0140007728610615,YFR055W,YNL277W,,
2,0.283137392715805,0.00654047375264493,YLR043C,YDR353W,,
3,0.222668535279672,0.0756182345697742,YKL106W,YKL085W,YKL120W,
4,0.249641424540845,0.0423891138906602,YKL106W,YPL262W,YOL126C,YKL120W
4,0.257911330759523,0.0350071645807475,YBR291C,YLR348C,YKL085W,YKL029C
4,0.270733179466278,0.0183737584570921,YDR035W,YPL262W,YLR348C,YOL126C
