Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.301649050709168,0.0405226337676717,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.301649050709222,0.0405226337676578,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
3,0.301649050709191,0.0405226337676536,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,
4,0.176806056980788,0.0586992448427379,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693,
4,0.305901819829897,0.0375491973952364,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,
4,0.305901819829897,0.0375491973952364,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693,
5,0.305901819829851,0.0375491973952306,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_10693
