Deletion size,Max growth rate,Min production rate,Deleted genes,,,
4,0.65501086709575,10.0448173364452,b0474,b4014,b2976,b0729
4,0.65501086709575,10.0448173364452,b2029,b4014,b2976,b0729
4,0.776702391801763,4.05084802999439,b1852,b4014,b2976,b0729
