Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.854878733096597,0.154735615327292,b2066,b3831,b0910,b3752,b0337,b2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.854878733096702,0.154735615326941,b0910,b2143,b0337,b2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.295074695765728,0.837435855092197,b2242,b3553,b1478,b1241,b0351,b3831,b4069,b4384,b3708,b3752,b2297,b2458,b2779,b2407,b1612,b1611,b4122,b3962,b0337,b0104,b2797,b3117,b1814,b4471,b3616,b3589,b4267,b1033,b0596,b3665,b1415,b1014,b1701,b1805,b2799,b3945,b3709,b4138,b4123,b0621,b2913,b4381,b2406,b3161,b0112,b0114,b2366,b2492,b0904,b1533,b3028,b1380,b1473,b4266,b3662,b2842,b1518,b1206
