Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
3,0.0288627202518022,0.212833170828527,PHATRDRAFT_30145,PHATRDRAFT_50742,PHATRDRAFT_8982,,,,,,,,,
3,0.0288627202518126,0.212833170829987,PHATRDRAFT_14792,PHATRDRAFT_26290,PHATRDRAFT_48983,,,,,,,,,
3,0.0288627202518022,0.212833170828527,PHATRDRAFT_14792,PHATRDRAFT_30145,PHATRDRAFT_50742,,,,,,,,,
3,0.0288627202517049,0.212833170831285,PHATRDRAFT_26290,PHATRDRAFT_50742,PHATRDRAFT_8982,,,,,,,,,
4,0.028862720251879,0.212833170829437,PHATRDRAFT_26290,PHATRDRAFT_8982,PHATRDRAFT_41063,PHATRDRAFT_33839,,,,,,,,
4,0.0625741135215595,0.204462379908707,PHATRDRAFT_48983,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_23723,,,,,,,,
4,0.0835599463165968,0.199251440766614,PHATRDRAFT_48983,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_22803,,,,,,,,
5,0.0288627202516248,0.212833170826073,PHATRDRAFT_48983,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_14401,PHATRDRAFT_8982,,,,,,,
5,0.0288627202518578,0.212833170831288,PHATRDRAFT_30145,PHATRDRAFT_50742,PHATRDRAFT_54017,PHATRDRAFT_43320,PHATRDRAFT_24610,,,,,,,
5,0.0625741135217836,0.204462379907743,PHATRDRAFT_8982,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_41969,PHATRDRAFT_859,,,,,,,
5,0.0625741135222055,0.204462379908617,PHATRDRAFT_14792,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_17720,PHATRDRAFT_859,,,,,,,
5,0.0625741135215595,0.204462379908707,PHATRDRAFT_48983,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_48078,,,,,,,
6,0.0288627202519412,0.212833170830303,PHATRDRAFT_26290,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_32747,PHATRDRAFT_25308,,,,,,
6,0.0625741135215595,0.204462379908707,PHATRDRAFT_48983,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_859,PHATRDRAFT_23723,,,,,,
6,0.0835599463164842,0.19925144076623,PHATRDRAFT_14792,PHATRDRAFT_40430,PHATRDRAFT_50742,PHATRDRAFT_17720,PHATRDRAFT_8945,PHATRDRAFT_41686,,,,,,
9,0.318238748741695,0.140978940037185,PHATRDRAFT_30145,PHATRDRAFT_13476,PHATRDRAFT_13951,Phatr3_EG02361,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_15536,,,
12,0.308266381625317,0.143455153329153,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_23871,PHATRDRAFT_30145,PHATRDRAFT_draft542,PHATRDRAFT_13951,Phatr3_EG02361,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585
