Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.359606707775732,1.23270704033925,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,
6,0.359606707775732,1.23270704033925,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_19708,PHATRDRAFT_859,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,
6,0.35960670777573,1.15995088883867,PHATR_10581,PHATRDRAFT_31599,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_48078,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,
6,0.35960670777573,1.15995088883867,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_48078,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,,,
6,0.35960670777573,1.15995088883867,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_19708,PHATRDRAFT_48078,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,,,
7,0.359606707775734,1.2327070403391,PHATR_10581,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_48078,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,
7,0.359606707775731,1.15995088883857,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_51970,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,,
7,0.359606707775732,1.15995088883868,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_20310,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,,
7,0.359606707775731,1.15995088883918,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_54478,PHATRDRAFT_31599,PHATRDRAFT_19708,PHATRDRAFT_859,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,
8,0.35960670777573,1.23270704033829,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_29016,PHATRDRAFT_48078,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,
8,0.359606707775732,1.23270704033925,PHATR_10581,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_19708,PHATRDRAFT_48078,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,
8,0.359606707775732,1.23270704033913,PHATR_10581,PHATRDRAFT_29016,PHATRDRAFT_31599,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_20310,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,
8,0.35960670777573,1.23270704033829,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_29016,PHATRDRAFT_31599,PHATRDRAFT_48078,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,,,,,,,,,,,,,,,,,,,,
8,0.359606707775731,1.15995088883918,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_54478,PHATRDRAFT_19708,PHATRDRAFT_1341,PHATRDRAFT_859,Phatr3_EG02247,PHATRDRAFT_43604,,,,,,,,,,,,,,,,,,,,
8,0.359606707775157,1.08719473733603,PHATR_10581,PHATRDRAFT_42015,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_48078,PHATRDRAFT_42245,Phatr3_EG02247,PHATRDRAFT_16649,,,,,,,,,,,,,,,,,,,,
8,0.251910037887292,0.827425464128243,Phatr3_EG02261,PHATRDRAFT_draft1186,PHATRDRAFT_22404,PHATRDRAFT_19244,PHATRDRAFT_draft1572,Phatr3_EG02251,PHATRDRAFT_19708,PHATRDRAFT_22453,,,,,,,,,,,,,,,,,,,,
8,0.35960670777573,1.23270704033829,PHATR_10581,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_41969,PHATRDRAFT_859,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,
9,0.359606707775724,1.30546319183854,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_1341,PHATRDRAFT_859,PHATRDRAFT_23913,Phatr3_EG02247,PHATRDRAFT_43604,,,,,,,,,,,,,,,,,,,
9,0.359606707775722,1.23270704033935,PHATR_10581,PHATRDRAFT_40430,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_35580,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,
9,0.359606707775729,1.15995088883915,PHATR_10581,PHATRDRAFT_42015,PHATRDRAFT_8982,PHATRDRAFT_48078,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_23365,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,
9,0.359606707775722,1.0871947373394,PHATR_10581,PHATRDRAFT_13643,PHATRDRAFT_42015,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_1341,PHATRDRAFT_48078,Phatr3_EG02247,PHATRDRAFT_43604,,,,,,,,,,,,,,,,,,,
9,0.251910037887226,0.827425464063198,Phatr3_EG02261,PHATRDRAFT_draft1186,PHATRDRAFT_22404,PHATRDRAFT_34120,PHATRDRAFT_40430,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_42458,PHATRDRAFT_22453,,,,,,,,,,,,,,,,,,,
10,0.105076223436983,1.62698632739493,PHATR_10581,Phatr3_EG02261,PHATRDRAFT_22404,PHATRDRAFT_34120,PHATRDRAFT_draft1572,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_42458,PHATRDRAFT_31436,PHATRDRAFT_50804,,,,,,,,,,,,,,,,,,
10,0.105076223436948,1.6269863273936,PHATR_10581,Phatr3_EG02261,PHATRDRAFT_26290,PHATRDRAFT_22404,PHATRDRAFT_19244,PHATRDRAFT_draft1572,Phatr3_EG02251,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_50804,,,,,,,,,,,,,,,,,,
10,0.35960670777573,1.23270704033829,PHATR_10581,PHATRDRAFT_51128,PHATRDRAFT_40430,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_31599,PHATRDRAFT_28191,PHATRDRAFT_17720,PHATRDRAFT_859,Phatr3_EG02247,,,,,,,,,,,,,,,,,,
10,0.359606707775733,1.15995088883815,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_49637,PHATRDRAFT_32057,PHATRDRAFT_859,PHATRDRAFT_46400,PHATRDRAFT_12431,PHATRDRAFT_23723,Phatr3_EG02247,,,,,,,,,,,,,,,,,,
10,0.359606707775651,1.01443858583751,PHATR_10581,PHATRDRAFT_26290,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_49637,PHATRDRAFT_32057,PHATRDRAFT_859,PHATRDRAFT_46400,PHATRDRAFT_12431,Phatr3_EG02247,,,,,,,,,,,,,,,,,,
