Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
9,0.343083062894666,0.0115529447515779,PHATRDRAFT_18337,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_29702,PHATRDRAFT_23913,PHATRDRAFT_5423,Phatr3_EG02011,PHATRDRAFT_50149,,,
9,0.343083062894881,0.0115529447518638,PHATRDRAFT_18337,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_23913,PHATRDRAFT_20318,Phatr3_EG02011,PHATRDRAFT_50149,,,
9,0.343083062894666,0.011552944751628,PHATRDRAFT_18337,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_23913,PHATRDRAFT_12331,Phatr3_EG02011,PHATRDRAFT_50149,,,
9,0.343083062894644,0.011552944751597,PHATRDRAFT_18337,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_29702,PHATRDRAFT_23913,PHATRDRAFT_12331,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,,,
10,0.343083062894726,0.0115529447513434,PHATRDRAFT_18337,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_29702,PHATRDRAFT_55069,PHATRDRAFT_47293,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_44384,,
10,0.343083062894605,0.0115529447515693,PHATRDRAFT_18337,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_48078,PHATRDRAFT_5423,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_39772,PHATRDRAFT_36390,,
10,0.343083062894543,0.0115529447519114,PHATRDRAFT_18337,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_19979,PHATRDRAFT_35691,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_44384,,
10,0.343083062894621,0.011552944751614,PHATRDRAFT_18337,Phatr3_EG02215,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_19979,PHATRDRAFT_12331,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,,
10,0.343083062894672,0.0115529447514913,PHATRDRAFT_18337,PHATRDRAFT_49112,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_29702,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_35580,YP_874486_AT1,,
10,0.34308306289472,0.011552944751616,PHATRDRAFT_18337,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_29702,PHATRDRAFT_22803,PHATRDRAFT_5423,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_44384,,
10,0.343083062894696,0.0115529447516997,PHATRDRAFT_18337,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_19979,PHATRDRAFT_38946,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_23365,,
10,0.343083062894476,0.0115529447517653,PHATRDRAFT_18337,Phatr3_EG02215,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_29702,PHATRDRAFT_17720,PHATRDRAFT_20318,Phatr3_EG02011,PHATRDRAFT_50149,,
10,0.343083062894659,0.0115529447515499,PHATRDRAFT_18337,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_29702,PHATRDRAFT_19979,PHATRDRAFT_38946,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_23365,,
10,0.343083062894696,0.0115529447516997,PHATRDRAFT_18337,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_55069,PHATRDRAFT_31544,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_23365,,
10,0.34308306289472,0.011552944751616,PHATRDRAFT_18337,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_29702,PHATRDRAFT_19979,PHATRDRAFT_38946,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_44384,,
10,0.343083062894672,0.0115529447516662,PHATRDRAFT_18337,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_29702,PHATRDRAFT_5423,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_31436,PHATRDRAFT_23365,,
