Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.256303573541177,0.0310852203589153,STM4108,STM2285,STM3526,STM4326,STM0321,STM3709,STM3529,STM1620,STM3542,STM4485,STM1448,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM3708,,,,,,,,,,,,,,,,
30,0.295137846236388,0.00701716279697908,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM2947,STM3709,STM3068,STM2141,STM1135,STM0368,STM1448,STM3069,STM4184,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,
30,0.227246529157525,0.0104441826325963,STM3646,STM1749,STM2463,STM2285,STM3526,STM0322,STM0169,STM4567,STM0861,STM4326,STM1511,STM2952,STM0840,STM0842,STM1135,STM4183,STM0368,STM0974,STM4408,STM1291,STM4484,STM2317,STM3179,STM1480,STM4126,STM0977,STM0402,STM0608,STM3708,STM1341,,,,,,,,,
31,0.191337181228851,0.06737145835278,STM3646,STM1463,STM4482,STM1749,STM2463,STM2285,STM3526,STM3512,STM3541,STM4326,STM1511,STM2952,STM2947,STM3709,STM3068,STM2141,STM1135,STM0368,STM3597,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM0977,STM1124,STM0402,STM0608,,,,,,,,
32,0.254962936416685,0.00892539403223521,STM3646,STM4482,STM2285,STM3526,STM4567,STM3512,STM3541,STM4326,STM1511,STM2952,STM0840,STM0842,STM2947,STM1135,STM0370,STM4408,STM3062,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM1124,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,STM1341,,,,,,,
32,0.285045632486676,0.00558764261501453,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM0322,STM1290,STM4326,STM1511,STM0840,STM0842,STM2947,STM3709,STM1620,STM0370,STM1448,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,
33,0.286402009033383,0.00442461764110507,STM2927,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM2952,STM0840,STM0842,STM2947,STM3709,STM1620,STM0370,STM1448,STM0518,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM4578,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,
33,0.279291841977514,0.00363128399665736,STM3646,STM0158,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM2952,STM2947,STM3709,STM3068,STM2141,STM1135,STM0974,STM1448,STM3062,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,
34,0.0711430167840369,0.065816526306906,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM4326,STM1511,STM1885,STM0517,STM2947,STM3709,STM1135,STM4183,STM0370,STM1448,STM1326,STM4062,STM3069,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
34,0.0711430158303794,0.0658165093145058,STM1749,STM2463,STM2122,STM2285,STM3526,STM4570,STM4326,STM1511,STM1884,STM0321,STM2947,STM3709,STM3068,STM2141,STM1620,STM0491,STM0369,STM1448,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
35,0.175014933233903,0.0136060612022697,STM3646,STM1749,STM2463,STM2285,STM3526,STM3091,STM4326,STM1884,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM0491,STM0368,STM1448,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,
35,0.277368049419781,0.00545002151617577,STM3646,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM4326,STM2952,STM0321,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM0369,STM0974,STM1448,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM2332,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,
35,0.0711430165412997,0.0658165335310243,STM0158,STM1463,STM1749,STM2463,STM2285,STM3526,STM1290,STM4570,STM4326,STM1511,STM1885,STM0321,STM2947,STM3709,STM3068,STM2141,STM1620,STM1448,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM3968,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,
36,0.0711481805291667,0.0658122142732289,STM1463,STM1749,STM2463,STM2285,STM3526,STM4567,STM4326,STM1884,STM2952,STM0321,STM2947,STM3709,STM3068,STM2141,STM1620,STM1448,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3241,STM0973,STM0977,STM4467,STM3802,STM2196,STM3240,STM2041,STM3708,STM2971,STM1826,,,
36,0.0713255451248354,0.0656646757591067,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM4326,STM1884,STM2947,STM3709,STM1135,STM0369,STM1448,STM1326,STM4062,STM0772,STM4585,STM3704,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM0977,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,
36,0.0715012656723728,0.0655184948129796,STM2927,STM1749,STM2463,STM2122,STM2285,STM3526,STM4570,STM4326,STM1511,STM1885,STM2952,STM2947,STM3709,STM3068,STM2141,STM1620,STM0368,STM1448,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM0977,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,
36,0.174129271312749,0.0142192343249808,STM3646,STM1749,STM2463,STM2122,STM2285,STM3526,STM3091,STM4570,STM4326,STM1884,STM0321,STM0517,STM2947,STM3709,STM1135,STM4183,STM0491,STM1448,STM1326,STM4062,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3241,STM0973,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,
37,0.277347626879465,0.00546802761584295,STM3646,STM2927,STM1749,STM2463,STM2285,STM3526,STM0322,STM4326,STM2947,STM3709,STM3068,STM2141,STM3247,STM1135,STM4183,STM0370,STM0974,STM1448,STM3062,STM0772,STM4585,STM3704,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,
37,0.0711510030667474,0.0658015041170458,STM2927,STM1749,STM2463,STM2285,STM3526,STM0322,STM4326,STM1511,STM1885,STM2947,STM3709,STM3068,STM2141,STM1620,STM0370,STM3597,STM4408,STM1291,STM3069,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,,
38,0.0715064825190447,0.0655141549471516,STM1463,STM1749,STM2463,STM2285,STM3526,STM4567,STM4326,STM1511,STM1884,STM2947,STM3709,STM1620,STM1448,STM1326,STM4062,STM3062,STM0772,STM4585,STM3704,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3241,STM0973,STM1124,STM4467,STM2196,STM3240,STM2051,STM3708,STM2971,STM1826,
39,0.0154986195661883,0.0616622593845365,STM3646,STM2927,STM1749,STM2463,STM2285,STM3526,STM0322,STM4570,STM4326,STM1511,STM1884,STM2952,STM2947,STM3709,STM1135,STM4183,STM0370,STM0974,STM1448,STM1326,STM4062,STM2403,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM0977,STM3661,STM1933,STM3063,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826
