Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.256303573541177,0.0310852203589153,STM4108,STM2285,STM3526,STM4326,STM0321,STM3709,STM3529,STM1620,STM3542,STM4485,STM1448,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM3708,,,,,,,,,,,,,,,,
24,0.191749690098513,0.0862316266654626,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM1290,STM4326,STM2947,STM3068,STM2141,STM1135,STM3542,STM4485,STM0368,STM1448,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM3708,,,,,,,,,,,,,,,
24,0.191749690098505,0.0862316266638697,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM1290,STM0169,STM0861,STM4326,STM0321,STM2947,STM1135,STM0370,STM1448,STM1326,STM4062,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM3708,,,,,,,,,,,,,,,
24,0.191855609928332,0.0858024412065948,STM0158,STM1749,STM2463,STM2285,STM3526,STM1290,STM0169,STM0861,STM4326,STM2947,STM1620,STM0491,STM1448,STM1326,STM4062,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM1124,STM3708,,,,,,,,,,,,,,,
24,0.233935694995304,0.0514552148209283,STM0158,STM2285,STM3526,STM0322,STM1290,STM0169,STM4567,STM0861,STM4326,STM1511,STM1620,STM1448,STM1326,STM4062,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,,,,,,,,,,,,,,,
25,0.239946082434637,0.0410318274575697,STM4482,STM1749,STM2463,STM4108,STM2285,STM3526,STM0322,STM3512,STM3541,STM4326,STM2947,STM3529,STM1620,STM0370,STM1448,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM3708,,,,,,,,,,,,,,
25,0.255621493227775,0.0317182537196973,STM2927,STM2285,STM3526,STM4326,STM1511,STM1885,STM2952,STM0321,STM0840,STM0842,STM1620,STM0370,STM1448,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM2332,STM3968,,,,,,,,,,,,,,
25,0.238872629328328,0.0184300551257194,STM3646,STM1749,STM2463,STM2285,STM3526,STM0169,STM0861,STM4326,STM2952,STM0321,STM0840,STM0842,STM2947,STM1135,STM4183,STM0369,STM1448,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM4578,STM3708,,,,,,,,,,,,,,
25,0.238887411535235,0.0184034185333003,STM3646,STM2927,STM1749,STM2463,STM4108,STM2285,STM3526,STM0322,STM4326,STM1884,STM2952,STM2947,STM3529,STM1135,STM4183,STM0369,STM1448,STM3062,STM4484,STM2317,STM3179,STM1480,STM4126,STM2332,STM3708,,,,,,,,,,,,,,
26,0.256751742563794,0.0311199809302537,STM3646,STM4108,STM2285,STM3526,STM4567,STM4326,STM1511,STM1884,STM2952,STM0321,STM3529,STM1135,STM3597,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM0402,STM0608,,,,,,,,,,,,,
26,0.216238834536777,0.0279918510391341,STM3646,STM1749,STM2463,STM4108,STM2285,STM3526,STM1290,STM4326,STM1885,STM0321,STM3709,STM3529,STM1135,STM2081,STM0370,STM1448,STM2403,STM0393,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,,,,,,,,,,,,,
26,0.216177092032668,0.0270078982703367,STM3646,STM0158,STM1749,STM2463,STM2285,STM3526,STM3091,STM4326,STM1885,STM0840,STM0842,STM0517,STM3709,STM1135,STM4183,STM1448,STM3069,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,,,,,,,,,,,,,
27,0.23692213988118,0.0547678505560114,STM3646,STM2285,STM3526,STM0169,STM0861,STM4326,STM1511,STM0840,STM0842,STM0517,STM1135,STM4183,STM0370,STM0974,STM1448,STM3069,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM1124,STM2196,STM3240,STM2971,STM1826,,,,,,,,,,,,
27,0.257302003735279,0.0336600535612413,STM3646,STM4108,STM2285,STM3526,STM4326,STM1885,STM2952,STM3709,STM3529,STM1135,STM3597,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM4578,STM2338,STM2466,STM1124,STM0402,STM0608,STM3708,,,,,,,,,,,,
27,0.216397966637823,0.0306836699159648,STM3646,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM0840,STM0842,STM0517,STM3709,STM1135,STM3542,STM4485,STM4183,STM0369,STM1448,STM2403,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3661,STM1124,,,,,,,,,,,,
28,0.19184098528352,0.0858160527712481,STM0158,STM1749,STM2463,STM2285,STM3526,STM1290,STM4570,STM4326,STM2947,STM1620,STM3542,STM4485,STM3597,STM1326,STM4062,STM4408,STM1291,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM1124,STM0402,STM0608,STM3708,,,,,,,,,,,
29,0.254495406525962,0.00985899315597912,STM0158,STM2927,STM2285,STM3526,STM1290,STM4326,STM1511,STM1885,STM0840,STM0842,STM2947,STM3709,STM1620,STM1448,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2332,STM1124,STM2196,STM3240,STM3708,STM2971,STM1826,STM4559_S,,,,,,,,,,
30,0.21586232664709,0.0277517036838316,STM1749,STM2463,STM2285,STM3526,STM0322,STM3091,STM1290,STM4326,STM1884,STM0840,STM0842,STM3709,STM1620,STM2081,STM0369,STM3597,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM0402,STM0608,,,,,,,,,
30,0.294389692907578,0.00763310691150468,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM2947,STM3709,STM1620,STM0369,STM1448,STM1326,STM4062,STM3069,STM0518,STM4184,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,
