Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
4,0.110106616113093,0.075643355380187,STM3869,STM2081,STM0007,STM2473,,
6,0.110106616113093,0.0756433553766063,STM3869,STM3542,STM4485,STM0785,STM0007,STM2473
6,0.110106616113093,0.0756433553766063,STM1886,STM3869,STM3542,STM4485,STM0007,STM2473
