Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
1,0.207449797879965,0.0365588778802793,TM1744,,,,,
1,0.207449797879965,0.0365588778803255,TM1559,,,,,
1,0.207449797879965,0.0365588778803297,TM0167,,,,,
1,0.207449797879965,0.0365588778803295,TM0913,,,,,
1,0.207449797879906,0.0365588778803204,TM1662,,,,,
2,0.207449797879903,0.0365588778803107,TM1737,TM1596,,,,
2,0.207449797880015,0.0365588778803348,TM1384,TM0206,,,,
2,0.20744979787996,0.036558877880326,TM0936,TM1384,,,,
6,0.111382875299417,0.206401935474236,TM1255,TM1698,TM0788,TM1401,TM1867,TM1270
6,0.111382875299417,0.206401935474236,TM1255,TM1698,TM0540,TM1585,TM0790,TM1270
