Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
9,0.186246425107556,3.55624576522984,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YIL155C,YKL148C,YDR178W
7,0.185655281467097,3.6068509998772,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YPL262W,,
9,0.188556989914061,3.47957726239179,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YIL155C,YKL085W,YKL148C,YDR178W
