Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
4,0.110106616113094,0.075643355376231,STM3866,STM2081,STM0007,STM2473,,,
5,0.283274143600627,0.19460952550329,STM2081,STM0974,STM0733,STM0007,STM2473,,
6,0.110106616113093,0.0756433553766341,STM3866,STM3542,STM4485,STM0785,STM0007,STM2473,
6,0.110106616113093,0.075643355376255,STM1886,STM0169,STM0861,STM3866,STM0007,STM2473,
6,0.110106616113093,0.0756433553766341,STM1886,STM3866,STM3542,STM4485,STM0007,STM2473,
6,0.110106616113093,0.075643355376255,STM0169,STM0861,STM3866,STM0785,STM0007,STM2473,
7,0.284259393957462,0.195286677414476,STM1756,STM3542,STM4485,STM0785,STM0733,STM0007,STM2473
7,0.267751237257125,0.183945546248236,STM0169,STM0861,STM0785,STM0542,STM0733,STM0007,STM2473
7,0.25565478992406,0.175635266769453,STM1886,STM0169,STM0861,STM3062,STM0733,STM0007,STM2473
7,0.110106616113095,0.075643355376745,STM4482,STM3512,STM3541,STM3866,STM0785,STM0007,STM2473
7,0.110106616113095,0.075643355376745,STM4482,STM1886,STM3512,STM3541,STM3866,STM0007,STM2473
