Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.0496332615658417,1.9763735748114,TM0273,TM1640,TM1217,
4,0.0496378006182494,1.97637141416539,TM0209,TM0289,TM1640,TM1217
