Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
3,0.815706511777209,0.482740007926156,b0008,b2464,b2029,,
5,0.815706511777209,0.482740007912784,b0008,b0767,b2464,b3437,b4268
