Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.204319624215334,0.0849738755560738,CLJU_RS19990,CLJU_RS14130,
3,0.204319624215334,0.0849738755560765,CLJU_RS19990,CLJU_RS07210,CLJU_RS03475
