Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
8,0.341394897917465,0.0127332700896226,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_20905,PHATRDRAFT_23913,Phatr3_EG01947,Phatr3_EG02011,PHATRDRAFT_50149,,,
8,0.341394897917404,0.0127332700883957,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_20905,PHATRDRAFT_23913,Phatr3_EG01947,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,,,
9,0.323482260911949,0.0252573655390938,PHATRDRAFT_50577,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_29702,PHATRDRAFT_20905,PHATRDRAFT_23913,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,,
9,0.323482260911962,0.0252573655388202,PHATRDRAFT_50577,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_20905,PHATRDRAFT_23913,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_39772,,
9,0.323482260911962,0.0252573655388202,PHATRDRAFT_12762,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_20905,PHATRDRAFT_23913,Phatr3_EG02011,PHATRDRAFT_50149,,
9,0.341394897917375,0.012733270088356,PHATRDRAFT_49112,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_20905,PHATRDRAFT_11319,Phatr3_EG01947,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,,
9,0.34139489791741,0.012733270088455,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_20905,Phatr3_EG01947,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_42245,PHATRDRAFT_36390,,
9,0.34139489791741,0.0127332700886437,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_20905,Phatr3_EG01947,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_42245,PHATRDRAFT_44384,,
9,0.323482260911963,0.0252573655390288,PHATRDRAFT_12762,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_29702,PHATRDRAFT_20905,PHATRDRAFT_23913,Phatr3_EG02011,PHATRDRAFT_50149,,
9,0.323482260911959,0.0252573655395444,PHATRDRAFT_3969,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_20905,PHATRDRAFT_23913,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_39772,,
9,0.323482260911962,0.0252573655388202,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_36913,PHATRDRAFT_1769,PHATRDRAFT_20905,PHATRDRAFT_23913,Phatr3_EG02011,PHATRDRAFT_50149,,
10,0.323482260911948,0.025257365538522,PHATRDRAFT_12762,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_29702,PHATRDRAFT_20905,PHATRDRAFT_48078,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_36390,
10,0.323482260912025,0.0252573655395582,PHATRDRAFT_3969,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_29702,PHATRDRAFT_20905,PHATRDRAFT_11319,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_23365,
10,0.323482260911977,0.0252573655391801,PHATRDRAFT_3969,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_20905,PHATRDRAFT_11319,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_39772,PHATRDRAFT_23365,
10,0.323482260911981,0.0252573655385131,PHATRDRAFT_49112,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_36913,PHATRDRAFT_20905,PHATRDRAFT_20310,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_39772,
10,0.323482260912186,0.0252573655409379,PHATRDRAFT_12762,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_29702,PHATRDRAFT_20905,PHATRDRAFT_20310,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_23365,
10,0.323482260911963,0.0252573655393563,PHATRDRAFT_50577,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_1769,PHATRDRAFT_20905,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_42245,PHATRDRAFT_39772,PHATRDRAFT_23365,
10,0.323482260911992,0.0252573655391183,PHATRDRAFT_3969,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_20905,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_42245,PHATRDRAFT_44384,
10,0.323482260911964,0.025257365538884,PHATRDRAFT_38509,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_36913,PHATRDRAFT_20905,PHATRDRAFT_48078,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_23365,
10,0.323482260911908,0.0252573655389439,Phatr3_EG02215,PHATRDRAFT_3969,PHATRDRAFT_54476,PHATRDRAFT_45451,PHATRDRAFT_29702,PHATRDRAFT_20905,Phatr3_EG02011,PHATRDRAFT_35566,PHATRDRAFT_50149,PHATRDRAFT_51970,
