Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.359606707775405,0.0241542462757098,PHATRDRAFT_10454,PHATRDRAFT_20310,
2,0.359606707775675,0.0150597273386057,PHATRDRAFT_26290,PHATRDRAFT_10454,
3,0.359606707775735,0.0241542462761666,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014
