Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.549647528916782,1.78677275075025,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b0871,b3617,b0030,b2407,b1982,b4374,b2361,b2291,b0261,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.558059222084485,1.32282860254835,b3399,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b0871,b0160,b2407,b1982,b3616,b3589,b0675,b2361,b0261,b0112,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.549633207409227,1.78672619494804,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b3752,b0871,b3617,b2883,b1982,b0261,b4381,b2406,b0112,b2868,b4064,b4464,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.558059222084519,1.32282860266684,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b3617,b1238,b2883,b1982,b0675,b2361,b0261,b4381,b0112,b4064,b4464,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.546522855040085,1.63531596148187,b4382,b1241,b0351,b4069,b4384,b3708,b3115,b1849,b2296,b3617,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0112,b0452,b0114,b2366,b2492,b0904,b1533,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.546522855040101,1.63531596147784,b3399,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b3617,b0160,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0112,b0452,b0114,b1539,b2492,b0904,b1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.546522855040064,1.63531596146806,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b3115,b1849,b2296,b3617,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0112,b0452,b0114,b2366,b2492,b0904,b1533,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.548949194357055,1.64266459020704,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b3115,b1849,b2296,b3617,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0112,b0114,b1539,b2492,b0904,b1533,b3821,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.548949194357066,1.64266459022304,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b0030,b2407,b1238,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b0261,b4381,b2406,b0112,b0114,b1539,b2492,b0904,b1533,b2835,b0494,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.54963320740924,1.7867261949494,b4269,b0493,b3588,b3003,b3011,b0238,b0125,b1241,b0351,b4384,b2744,b3752,b0871,b3617,b2883,b1982,b0477,b4374,b2361,b2291,b0261,b2406,b0112,b2868,b4064,b4464,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,
31,0.435941428853476,1.30450241289891,b3399,b4382,b1241,b0351,b4069,b4384,b2744,b3708,b2297,b2458,b0160,b2407,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b0675,b2361,b0261,b2406,b0112,b0114,b1539,b2492,b0904,b1533,b3825,b2285,,,,,,,,,,,,,,,,,,,,,,,,
32,0.548949194357059,1.64266459021049,b3399,b4382,b1241,b0351,b4069,b2502,b4384,b2744,b3708,b3115,b1849,b2296,b3617,b1982,b2797,b3117,b1814,b4471,b3449,b0675,b2361,b2291,b0261,b2406,b0112,b3453,b0114,b1539,b2492,b0904,b1533,b2240,,,,,,,,,,,,,,,,,,,,,,,
32,0.378806370997401,1.19155134984042,b4467,b1478,b1241,b4069,b4384,b2297,b2458,b2926,b0030,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b1982,b0261,b0411,b2799,b3945,b1602,b4381,b0529,b2492,b0904,b1380,b2660,b0606,b2285,b1010,,,,,,,,,,,,,,,,,,,,,,,
33,0.503086528721839,1.92897813694634,b3942,b1732,b1241,b0351,b4069,b4384,b1479,b3752,b2297,b2458,b3617,b2407,b3844,b3236,b2463,b1982,b2210,b3551,b4219,b1832,b1778,b4381,b2406,b0114,b0529,b2492,b0904,b1710,b2480,b1511,b3662,b1206,b0606,,,,,,,,,,,,,,,,,,,,,,
33,0.508439777688325,1.50121674540879,b3399,b3942,b1732,b1241,b0351,b4069,b2502,b2744,b1479,b2297,b2458,b3617,b1238,b3236,b2463,b1982,b2210,b0675,b2361,b3551,b0261,b4219,b1832,b1778,b4381,b0114,b0529,b2492,b0904,b1710,b2480,b0606,b4209,,,,,,,,,,,,,,,,,,,,,,
33,0.445963074976654,1.45031696213164,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b3752,b0871,b2779,b2925,b2097,b3617,b2407,b3236,b0907,b1982,b3946,b0825,b2406,b0112,b2789,b3127,b2868,b0114,b0529,b2492,b0904,b1380,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,
33,0.378793969041209,1.18847043399571,b3553,b1478,b4382,b1241,b4069,b4384,b2297,b2458,b0030,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b1982,b1033,b0261,b0411,b2799,b3945,b1602,b3915,b0529,b2492,b0904,b1380,b2660,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,
34,0.386197290616494,1.48079125083636,b3942,b1732,b1241,b0351,b4069,b4384,b2744,b1479,b3752,b0871,b2297,b2458,b2925,b2097,b3617,b3236,b2883,b0907,b2463,b1982,b3946,b2210,b0825,b4381,b2868,b4064,b4464,b0114,b0529,b2492,b0904,b1511,b3662,b2285,,,,,,,,,,,,,,,,,,,,,
34,0.370756371724367,1.22017312270954,b3553,b1478,b1241,b4069,b4384,b2297,b2458,b2926,b0030,b2407,b1004,b3713,b1109,b0046,b3236,b1982,b1033,b0261,b0411,b2799,b3945,b1602,b4381,b3915,b0452,b0529,b2492,b0904,b1380,b2660,b0606,b2285,b1009,b4209,,,,,,,,,,,,,,,,,,,,,
35,0.503355370847068,1.93000895481621,b3942,b1732,b1241,b0351,b4069,b4384,b1479,b3752,b3115,b1849,b2296,b2407,b3236,b2463,b1982,b3616,b3589,b2210,b3665,b3551,b4219,b1832,b1778,b4381,b2406,b0114,b0529,b2492,b0904,b1710,b2480,b3662,b1518,b0606,b4209,,,,,,,,,,,,,,,,,,,,
35,0.405991151472254,1.55668659419765,b3399,b3942,b1732,b1241,b0351,b4069,b2744,b1479,b2297,b2458,b0160,b3844,b3236,b2463,b1982,b3616,b3589,b2210,b4374,b0675,b2361,b2291,b3551,b4219,b1832,b1778,b0114,b0529,b2492,b0904,b1710,b2480,b1511,b0606,b2285,,,,,,,,,,,,,,,,,,,,
35,0.392666106337266,1.50559454686034,b3399,b3942,b1732,b1241,b0351,b4069,b2502,b2744,b1479,b2297,b2458,b3617,b3844,b1238,b3236,b2463,b1982,b2210,b0675,b2361,b3551,b4388,b4219,b1832,b1778,b4381,b0114,b0529,b2492,b0904,b1710,b2480,b1518,b0606,b2285,,,,,,,,,,,,,,,,,,,,
35,0.35057960267564,1.34422281304811,b4467,b4382,b1241,b0351,b4069,b4384,b2744,b0871,b3115,b1849,b2296,b2925,b2097,b0030,b2407,b1004,b3713,b1109,b0046,b1982,b3616,b3589,b3946,b2210,b0825,b0411,b1602,b2913,b0114,b0529,b2492,b0904,b1380,b1511,b2285,,,,,,,,,,,,,,,,,,,,
35,0.297931199828329,1.14235372637438,b3399,b4382,b3942,b1732,b1241,b0351,b4069,b4384,b2744,b2930,b4232,b3697,b3925,b3115,b1849,b2296,b2779,b3617,b2407,b3236,b2690,b1982,b2210,b0675,b2361,b3945,b2913,b0112,b2868,b0114,b0529,b2492,b0904,b1511,b2285,,,,,,,,,,,,,,,,,,,,
35,0.375985665923793,1.02829278535734,b4467,b1478,b1241,b4069,b4384,b2297,b2458,b2779,b0030,b1004,b3713,b1109,b0046,b3236,b1982,b4015,b0261,b0411,b2799,b3945,b1602,b4381,b3915,b4064,b4464,b0529,b2492,b0904,b1380,b2660,b1695,b0606,b2285,b1010,b4209,,,,,,,,,,,,,,,,,,,,
35,0.346813895116817,0.785828004130533,b4467,b3399,b1241,b0351,b4069,b2744,b3926,b2297,b2458,b3617,b3844,b1004,b3713,b1109,b0046,b3236,b2883,b1779,b1982,b0675,b2361,b2291,b0261,b0411,b1602,b2913,b4381,b0114,b0529,b2492,b0904,b1380,b3662,b0606,b2285,,,,,,,,,,,,,,,,,,,,
36,0.53288102595116,1.73298291736299,b4382,b4269,b3942,b1732,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b1479,b3752,b0871,b2407,b3844,b3236,b2463,b1982,b3616,b3589,b2210,b3551,b4219,b1832,b1778,b2406,b0114,b0529,b2492,b0904,b1710,b2480,b3662,b1517,b0606,,,,,,,,,,,,,,,,,,,
36,0.532816112042158,1.73277181078494,b4269,b3942,b1732,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b1479,b0871,b0030,b2407,b3236,b2463,b1982,b3616,b3589,b2210,b3551,b4219,b1832,b1778,b4381,b2406,b0114,b0529,b2492,b0904,b1710,b2480,b3662,b1517,b0606,b4209,,,,,,,,,,,,,,,,,,,
36,0.364761360699637,1.18135462508431,b4467,b1478,b3399,b1241,b4069,b2502,b2744,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b1982,b0675,b2361,b0261,b2799,b3945,b1602,b4381,b3915,b0452,b0755,b3612,b0529,b2492,b0904,b1380,b2660,b0606,b2285,b1009,b4209,,,,,,,,,,,,,,,,,,,
36,0.395979662142476,0.895307937209557,b3553,b4382,b4069,b4384,b3752,b3115,b1849,b2296,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b1982,b1033,b0261,b2799,b3945,b1602,b2913,b2406,b3915,b1727,b0114,b0529,b2492,b0904,b3927,b1380,b3662,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,,
37,0.508439777688346,1.50121674541264,b3399,b3942,b1732,b1241,b0351,b4069,b2744,b1479,b3115,b1849,b2296,b1238,b3236,b2883,b2463,b1982,b3616,b3589,b2210,b0675,b2361,b3551,b0261,b0411,b4219,b1832,b1778,b4381,b0114,b0529,b2492,b0904,b1710,b2480,b3662,b0606,b4209,,,,,,,,,,,,,,,,,,
37,0.368061208007895,1.15593652645061,b3553,b1478,b1241,b4069,b4384,b3752,b3115,b1849,b2296,b2407,b1004,b3713,b1109,b0046,b3236,b1982,b1033,b0261,b2799,b3945,b1602,b4381,b2406,b3915,b0755,b3612,b0529,b2492,b0904,b1380,b2660,b3662,b0606,b0221,b2285,b1011,b4209,,,,,,,,,,,,,,,,,,
37,0.382731297980345,0.98107656906661,b3553,b1478,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b4384,b0871,b2926,b0030,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1982,b1033,b0261,b0411,b2799,b3945,b1602,b0153,b2913,b0529,b2492,b0904,b0591,b1380,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,
37,0.395857615076311,0.896621456694849,b3553,b4069,b4384,b2744,b3752,b3115,b1849,b2296,b2779,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b1982,b1033,b0261,b0411,b2799,b3945,b1602,b4381,b1727,b0114,b0529,b2492,b0904,b3927,b1380,b2660,b3662,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,
38,0.455416875100436,1.47811877109535,b4269,b3942,b1732,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b1479,b3752,b0871,b2779,b2407,b3844,b3236,b1779,b2463,b1982,b3616,b3589,b2210,b3551,b4219,b1832,b1778,b4381,b0114,b0529,b2492,b0904,b1710,b2480,b1511,b3662,b0606,,,,,,,,,,,,,,,,,
38,0.741783453692376,0.510796536920877,b3399,b2502,b2744,b3708,b3008,b0512,b0871,b1982,b2797,b3117,b1814,b4471,b0595,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b2975,b0114,b3603,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3825,b1473,b0494,b1600,b4141,b1798,,,,,,,,,,,,,,,,,
38,0.741783453692293,0.510796536880809,b3399,b2744,b3708,b3008,b0871,b0160,b0121,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b1701,b1805,b0507,b3709,b3161,b0112,b2975,b0114,b3603,b0886,b2366,b2492,b0904,b3035,b2578,b1533,b3927,b1473,b0516,b4141,b1798,,,,,,,,,,,,,,,,,
39,0.366388687411476,1.14954872022389,b4467,b1478,b4382,b0238,b0125,b1241,b4069,b4384,b3752,b2297,b2458,b3844,b1004,b3713,b1109,b0046,b3236,b2883,b1779,b1982,b0477,b0261,b2799,b3945,b1602,b2913,b2406,b3915,b2868,b4064,b4464,b0529,b2492,b0904,b1380,b3662,b0606,b2285,b1007,,,,,,,,,,,,,,,,
39,0.422900371448678,0.684002866888878,b4467,b3399,b4269,b0493,b3588,b3003,b3011,b2502,b2744,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b1982,b0675,b2361,b0261,b2799,b3945,b1602,b0153,b4381,b2406,b1727,b0114,b0529,b2492,b0904,b3035,b3927,b1380,b2660,b0606,b2285,b1009,,,,,,,,,,,,,,,,
39,0.451863656647512,0.480224257743393,b3553,b4069,b4384,b2744,b2297,b2458,b2926,b0030,b1004,b3713,b1109,b0046,b3236,b2883,b1982,b1033,b0261,b2799,b3945,b1602,b2913,b4381,b2406,b3915,b2868,b1727,b4064,b4464,b0114,b0529,b2492,b0904,b3927,b1380,b3662,b0606,b2285,b1009,b4209,,,,,,,,,,,,,,,,
40,0.390480182683295,0.685658094931581,b3553,b1478,b4382,b0238,b0125,b1241,b0351,b4069,b4384,b2297,b2458,b2926,b0030,b1004,b3713,b1109,b0046,b3236,b1982,b0477,b1033,b0261,b2799,b3945,b1602,b2406,b3915,b4064,b4464,b0529,b2492,b0904,b1380,b2660,b3662,b0606,b0221,b2285,b1009,b4209,,,,,,,,,,,,,,,
40,0.743339935301721,0.453397814799902,b3553,b3399,b4382,b2744,b3708,b3008,b0871,b0160,b0120,b1982,b2797,b3117,b1814,b4471,b1033,b2440,b0675,b2361,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b0452,b2868,b0114,b0886,b2366,b2492,b0904,b3035,b2578,b1533,b3927,b1473,b4141,b1798,b4209,,,,,,,,,,,,,,,
40,0.735287244498526,0.505967623365865,b3553,b3399,b2502,b2744,b3708,b3008,b0871,b3844,b3236,b0120,b1982,b2797,b3117,b1814,b4471,b1033,b0596,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b0153,b3161,b0112,b0452,b0114,b0584,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,,,,,,,,,,,,,,,
41,0.395979662142446,0.895307937100463,b3553,b4069,b4384,b2744,b3752,b2297,b2458,b2779,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b0207,b3012,b1982,b1033,b0261,b0411,b2799,b1602,b2913,b4381,b3915,b1727,b0114,b0529,b2492,b0904,b1781,b3001,b3927,b1380,b0325,b1771,b3662,b0606,b2285,b1011,,,,,,,,,,,,,,
41,0.35026768675705,0.259565606595031,b3553,b3399,b4382,b4069,b4384,b2744,b3752,b0871,b2297,b2458,b2779,b2925,b2097,b1004,b3713,b1109,b0046,b3236,b2883,b2690,b1982,b1033,b1623,b0261,b0411,b2799,b3945,b1602,b2913,b4381,b3915,b1727,b0114,b0529,b2492,b0904,b1380,b0606,b2285,b1011,b4209,,,,,,,,,,,,,,
42,0.421273269815603,0.708928769005555,b3553,b3399,b4269,b0493,b3588,b3003,b3011,b4384,b2744,b3752,b0871,b3844,b1238,b1004,b3713,b1109,b0046,b3236,b2883,b1779,b0937,b1982,b1033,b1623,b0261,b0411,b2799,b3945,b1602,b2913,b4381,b1727,b0114,b0529,b2492,b0904,b3927,b1380,b3662,b0606,b2285,b1010,,,,,,,,,,,,,
42,0.345192425106583,0.438667772291467,b3553,b4069,b4384,b3708,b3008,b3752,b2930,b4232,b3697,b3925,b0871,b2297,b2458,b2926,b2407,b1238,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b1033,b0595,b0261,b1701,b1805,b0507,b4381,b2406,b0112,b0114,b2366,b0529,b2492,b0904,b2578,b1533,b3927,b3662,b2285,,,,,,,,,,,,,
43,0.350346858314487,1.10085026365869,b4467,b1478,b3399,b4382,b3942,b1732,b1241,b4069,b4384,b2744,b3752,b2297,b2458,b2779,b2407,b1004,b3713,b1109,b0046,b3236,b2463,b1982,b2210,b3551,b2799,b3945,b1602,b4219,b1832,b1778,b3915,b0529,b2492,b0904,b1380,b1710,b2480,b1517,b0606,b0221,b2285,b1010,b4209,,,,,,,,,,,,
43,0.284046654168511,0.778961591092402,b4467,b1478,b3399,b1241,b0351,b4069,b4384,b2744,b3752,b0871,b3115,b1849,b2296,b2925,b2097,b3617,b1004,b3713,b1109,b0046,b3236,b2883,b1779,b2690,b1982,b1623,b0261,b0411,b3945,b1602,b2342,b3845,b4381,b0114,b0755,b3612,b0529,b2492,b0904,b1380,b2660,b0514,b2285,,,,,,,,,,,,
43,0.387791023624483,0.107592571032065,b4467,b4069,b4384,b3752,b2297,b2458,b2779,b2925,b2097,b2407,b1004,b3713,b1109,b0046,b3236,b1638,b2690,b1982,b0477,b4139,b0261,b2799,b3945,b1602,b0507,b2913,b4381,b2406,b3915,b1727,b2975,b0114,b3603,b0529,b2492,b0904,b2954,b3927,b3029,b1380,b3662,b2285,b1007,,,,,,,,,,,,
44,0.406389418226322,0.911918551007556,b3553,b1478,b3399,b1241,b4069,b2744,b3115,b1849,b2296,b2926,b0160,b1238,b1004,b3713,b1109,b0046,b3236,b1638,b3908,b1656,b1982,b4139,b1033,b0675,b2361,b4014,b0261,b2976,b2799,b3945,b1602,b0507,b4381,b3915,b0452,b0529,b2492,b0904,b2954,b3927,b1380,b2660,b2285,b1009,,,,,,,,,,,
44,0.404794116162481,0.849443046616416,b4467,b1478,b4382,b1241,b4069,b4384,b2297,b2458,b2926,b0030,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1638,b1982,b4139,b1623,b4014,b0261,b2976,b2799,b3945,b1602,b0507,b0153,b2913,b2406,b2975,b3603,b0529,b2492,b0904,b2954,b0591,b1298,b3029,b1380,b3662,b2285,b1011,,,,,,,,,,,
44,0.605754352332945,0.766413733198731,b3399,b4069,b2502,b2744,b3708,b3008,b2297,b2458,b2779,b1238,b3236,b1779,b1982,b2797,b3117,b1814,b4471,b0596,b0675,b2361,b0261,b2342,b3845,b3709,b4381,b2406,b3161,b0112,b2789,b3127,b0452,b2975,b0114,b3603,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,,,,,,,,,,,
44,0.580771898172257,0.737899851333752,b2836,b3553,b4069,b4384,b3708,b3008,b0871,b2297,b2458,b2779,b2925,b2097,b2926,b0030,b2407,b1238,b0517,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b1033,b0595,b0261,b3709,b4381,b2406,b3161,b0112,b2789,b3127,b0114,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b3447,b3662,,,,,,,,,,,
44,0.5726399363357,0.727567785656214,b2836,b3399,b4069,b4384,b2744,b3708,b3008,b3752,b0512,b0871,b3115,b1849,b2296,b2925,b2097,b1238,b2883,b1779,b2690,b1982,b2797,b3117,b1814,b4471,b1623,b0261,b0411,b3945,b0507,b4381,b2406,b0112,b2975,b0114,b3603,b0529,b1539,b2492,b0904,b0591,b2578,b1533,b3927,b3662,,,,,,,,,,,
