Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
3,0.323119524575376,0.0255109822735673,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_28181,,
3,0.323119524575397,0.0255109822735815,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_21970,,
4,0.323119524575262,0.0255109822735444,PHATRDRAFT_54015,PHATRDRAFT_12331,PHATRDRAFT_21970,PHATRDRAFT_31436,
4,0.323119524575372,0.0255109822735492,PHATRDRAFT_54015,PHATRDRAFT_47293,PHATRDRAFT_51970,PHATRDRAFT_28181,
4,0.323119524575518,0.0255109822735216,PHATRDRAFT_54015,PHATRDRAFT_38085,PHATRDRAFT_35580,PHATRDRAFT_28181,
4,0.323119524575373,0.0255109822736004,PHATRDRAFT_54015,PHATRDRAFT_41969,PHATRDRAFT_38085,PHATRDRAFT_21970,
4,0.323119524575518,0.0255109822735216,PHATRDRAFT_54015,PHATRDRAFT_35691,PHATRDRAFT_35580,PHATRDRAFT_28181,
4,0.323119524575372,0.0255109822735492,PHATRDRAFT_54015,PHATRDRAFT_35691,PHATRDRAFT_51970,PHATRDRAFT_28181,
4,0.32311952457524,0.0255109822735307,PHATRDRAFT_54015,PHATRDRAFT_12331,PHATRDRAFT_35580,PHATRDRAFT_28181,
4,0.323119524575374,0.0255109822735201,PHATRDRAFT_54015,PHATRDRAFT_48078,PHATRDRAFT_20318,PHATRDRAFT_21970,
4,0.323119524575487,0.0255109822735337,PHATRDRAFT_54015,PHATRDRAFT_35691,PHATRDRAFT_31436,PHATRDRAFT_28181,
4,0.323119524575096,0.0255109822735713,PHATRDRAFT_54015,PHATRDRAFT_54478,PHATRDRAFT_20318,PHATRDRAFT_28181,
4,0.323119524575375,0.0255109822735256,PHATRDRAFT_54015,PHATRDRAFT_38946,PHATRDRAFT_21970,PHATRDRAFT_51970,
4,0.323119524575432,0.0255109822735449,PHATRDRAFT_54015,PHATRDRAFT_48078,PHATRDRAFT_38085,PHATRDRAFT_28181,
4,0.323119524575487,0.0255109822735337,PHATRDRAFT_54015,PHATRDRAFT_31436,PHATRDRAFT_28181,YP_874486_AT1,
4,0.323119524575372,0.0255109822736621,PHATRDRAFT_54015,PHATRDRAFT_48078,PHATRDRAFT_12331,PHATRDRAFT_28181,
4,0.323119524575487,0.0255109822735337,PHATRDRAFT_54015,PHATRDRAFT_19979,PHATRDRAFT_35691,PHATRDRAFT_28181,
5,0.323119524575341,0.0255109822735331,PHATRDRAFT_55192,PHATRDRAFT_54015,PHATRDRAFT_35240,PHATRDRAFT_20318,PHATRDRAFT_28181
5,0.323119524575535,0.0255109822735449,PHATRDRAFT_54015,PHATRDRAFT_25932,PHATRDRAFT_11014,PHATRDRAFT_20318,PHATRDRAFT_28181
