Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.359606707775726,0.0322056617015202,PHATRDRAFT_10454,PHATRDRAFT_48078,
2,0.359606707775731,0.0322056617015207,PHATRDRAFT_10454,PHATRDRAFT_20310,
3,0.359606707775514,0.0322056617015013,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681
