Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,
4,0.20524444705026,1.22684044006596,CLJU_RS12245,CLJU_RS02910,CLJU_RS01595,CLJU_RS05590,,,,,,,,,,
4,0.203926917136297,1.12728195500562,CLJU_RS19990,CLJU_RS12245,CLJU_RS01595,CLJU_RS05590,,,,,,,,,,
5,0.0982300863128165,9.98846944928616,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS06260,CLJU_RS01595,,,,,,,,,
5,0.0982300863128165,9.98846944928616,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS06265,CLJU_RS01595,,,,,,,,,
5,0.144946658548019,9.03181944709259,CLJU_RS05830,CLJU_RS12245,CLJU_RS08100,CLJU_RS08095,CLJU_RS06260,,,,,,,,,
5,0.144946658548019,9.03181944709259,CLJU_RS05830,CLJU_RS12245,CLJU_RS08100,CLJU_RS08095,CLJU_RS06265,,,,,,,,,
5,0.193553153922237,0.0148236553994569,CLJU_RS05830,CLJU_RS12245,CLJU_RS08100,CLJU_RS08095,CLJU_RS18510,,,,,,,,,
5,0.193553153922237,0.0148236553994569,CLJU_RS05830,CLJU_RS12245,CLJU_RS08100,CLJU_RS08095,CLJU_RS18495,,,,,,,,,
5,0.206184765219574,1.217189637981,CLJU_RS12245,CLJU_RS20875,CLJU_RS02035,CLJU_RS01595,CLJU_RS05590,,,,,,,,,
6,0.20524444705026,1.22684044006521,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS02910,CLJU_RS01595,CLJU_RS05590,,,,,,,,
6,0.203926917136311,1.12728195501346,CLJU_RS19990,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS01595,CLJU_RS05590,,,,,,,,
7,0.159732922805991,5.14747272347073,CLJU_RS05830,CLJU_RS12245,CLJU_RS08100,CLJU_RS08095,CLJU_RS11895,CLJU_RS18530,CLJU_RS05590,,,,,,,
7,0.159732922805991,5.14747272347073,CLJU_RS05830,CLJU_RS12245,CLJU_RS08100,CLJU_RS08095,CLJU_RS11880,CLJU_RS18530,CLJU_RS05590,,,,,,,
7,0.206184765219574,1.21718963797781,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS20875,CLJU_RS02035,CLJU_RS01595,CLJU_RS05590,,,,,,,
8,0.154190188763132,1.3192648837478,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS11880,CLJU_RS02030,CLJU_RS18940,CLJU_RS01595,CLJU_RS05590,,,,,,
8,0.154190188763132,1.3192648837478,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS11895,CLJU_RS02030,CLJU_RS18940,CLJU_RS01595,CLJU_RS05590,,,,,,
9,0.143530926115821,0.0419726769773901,CLJU_RS19990,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS03525,CLJU_RS11995,CLJU_RS18495,CLJU_RS06260,CLJU_RS18530,,,,,
9,0.143530926115821,0.0419726769773901,CLJU_RS19990,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS06265,CLJU_RS03525,CLJU_RS18510,CLJU_RS11995,CLJU_RS18530,,,,,
9,0.163295540056732,0.0477524331323464,CLJU_RS19990,CLJU_RS06265,CLJU_RS03525,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS18510,CLJU_RS11995,CLJU_RS18530,,,,,
9,0.143530926115821,0.0419726769801186,CLJU_RS19990,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS06265,CLJU_RS03525,CLJU_RS11990,CLJU_RS18495,CLJU_RS18530,,,,,
9,0.143530926115821,0.0419726769801186,CLJU_RS19990,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS03525,CLJU_RS11990,CLJU_RS18495,CLJU_RS06260,CLJU_RS18530,,,,,
9,0.163295540056732,0.0477524331322807,CLJU_RS19990,CLJU_RS06265,CLJU_RS03525,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS11990,CLJU_RS18495,CLJU_RS18530,,,,,
9,0.143530926115821,0.0419726769801186,CLJU_RS19990,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS03525,CLJU_RS18510,CLJU_RS11990,CLJU_RS06260,CLJU_RS18530,,,,,
9,0.163295540056732,0.0477524331323464,CLJU_RS19990,CLJU_RS03525,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS11995,CLJU_RS18495,CLJU_RS06260,CLJU_RS18530,,,,,
9,0.163295540056732,0.0477524331323464,CLJU_RS19990,CLJU_RS03525,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS18510,CLJU_RS11995,CLJU_RS06260,CLJU_RS18530,,,,,
9,0.163295540056732,0.0477524331322807,CLJU_RS19990,CLJU_RS03525,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS18510,CLJU_RS11990,CLJU_RS06260,CLJU_RS18530,,,,,
9,0.143530926115821,0.0419726769773901,CLJU_RS19990,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS06265,CLJU_RS03525,CLJU_RS11995,CLJU_RS18495,CLJU_RS18530,,,,,
9,0.163295540056732,0.0477524331323464,CLJU_RS19990,CLJU_RS06265,CLJU_RS03525,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS11995,CLJU_RS18495,CLJU_RS18530,,,,,
9,0.143530926115821,0.0419726769773901,CLJU_RS19990,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS03525,CLJU_RS18510,CLJU_RS11995,CLJU_RS06260,CLJU_RS18530,,,,,
9,0.163295540056732,0.0477524331322807,CLJU_RS19990,CLJU_RS06265,CLJU_RS03525,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS18510,CLJU_RS11990,CLJU_RS18530,,,,,
9,0.163295540056732,0.0477524331322807,CLJU_RS19990,CLJU_RS03525,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS11990,CLJU_RS18495,CLJU_RS06260,CLJU_RS18530,,,,,
9,0.143530926115821,0.0419726769801186,CLJU_RS19990,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS06265,CLJU_RS03525,CLJU_RS18510,CLJU_RS11990,CLJU_RS18530,,,,,
