Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
8,0.373211450893921,7.16387288179437,b2587,b4015,b0767,b2297,b2458,b1676,b1854,b0729,,
9,0.373211450893921,7.16387288179437,b2587,b2029,b4014,b2976,b2297,b2458,b1676,b1854,b0729,
10,0.373211450893921,7.16387288179437,b1849,b3115,b2296,b2587,b1852,b4014,b2976,b1676,b1854,b0729
