Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.343006894592849,0.0270811329621141,PHATRDRAFT_draft521,PHATRDRAFT_31544,,
3,0.343006894592805,0.0270811329619993,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_28181,
4,0.343006894592792,0.027081132962078,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_20318,PHATRDRAFT_21970
