Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
5,0.235844852059469,0.538454524398402,YPO2552,YPO1109,YPO3142,YPO3520,YPO0921,,,
5,0.230191249766605,0.602256296951341,YPO2066,YPO2157,YPO2552,YPO1109,YPO3142,,,
5,0.275062556870218,0.0958766860542205,YPO2157,YPO1109,YPO3142,YPO3141,YPO0920,,,
5,0.275062556870204,0.0958766860542465,YPO2157,YPO1109,YPO3142,YPO3520,YPO3834,,,
5,0.275062556870204,0.0958766860542465,YPO1109,YPO3142,YPO3520,YPO0921,YPO3834,,,
6,0.266013603000267,0.197995524049887,YPO1114,YPO1109,YPO3142,YPO3376,YPO1149,YPO0442,,
6,0.266816746285723,0.188931928435786,YPO1109,YPO3142,YPO1149,YPO1133,YPO0439,YPO0442,,
6,0.275062556870218,0.0958766860568431,YPO1109,YPO3142,YPO2074,YPO0920,YPO1133,YPO0442,,
6,0.283462685253134,0.00107994366064476,YPO3080,YPO1109,YPO3142,YPO3520,YPO0921,YPO2836,,
6,0.266013603000267,0.197995524049887,YPO2066,YPO1114,YPO1109,YPO3142,YPO1133,YPO0442,,
6,0.235844852059468,0.538454524388877,YPO2552,YPO1109,YPO3142,YPO3520,YPO0914,YPO1133,,
6,0.235844852059468,0.53845452440111,YPO2552,YPO1109,YPO3142,YPO3520,YPO1389,YPO1133,,
6,0.275062556870222,0.0958766860626479,YPO1109,YPO3142,YPO3141,YPO3520,YPO1389,YPO1133,,
6,0.275399873140862,0.0920700200302897,YPO2157,YPO3992,YPO0347,YPO3142,YPO0920,YPO2836,,
6,0.242536559930705,0.462937570572712,YPO3992,YPO0347,YPO0436,YPO3142,YPO0921,YPO1149,,
7,0.281493030537743,0.0233078004776947,YPO3992,YPO0347,YPO0436,YPO3142,YPO2067,YPO0920,YPO0921,
7,0.242536559930703,0.462937570575451,YPO2157,YPO3992,YPO0347,YPO3142,YPO0440,YPO1149,YPO1171,
7,0.228200554896827,0.624721595114403,YPO3992,YPO0347,YPO2552,YPO3142,YPO3520,YPO0914,YPO1133,
7,0.249322114662447,0.386361540464566,YPO3992,YPO0347,YPO3142,YPO3376,YPO0920,YPO1389,YPO3834,
7,0.275399873140859,0.0920700200319419,YPO3992,YPO0347,YPO3142,YPO0920,YPO0914,YPO1133,YPO2836,
8,0.278667824410119,0.0551906867046827,YPO1541,YPO3992,YPO0347,YPO1114,YPO2552,YPO3142,YPO2067,YPO0921
8,0.242536559930703,0.462937570575451,YPO2157,YPO1541,YPO3992,YPO0347,YPO3142,YPO0440,YPO2533,YPO1171
