Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
2,0.342035615206727,0.0859970691667032,PHATRDRAFT_10454,PHATRDRAFT_42245,,,,,,,,
2,0.342035615206752,0.0859970691667095,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,,,,,
2,0.342035615206751,0.0859970691665439,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,,,,,
2,0.342035615206753,0.0859970691667098,PHATRDRAFT_10454,PHATRDRAFT_48078,,,,,,,,
2,0.34889468069694,0.0524271857304416,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,,,,,
2,0.348894680697051,0.0524271857303606,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,,,,,
3,0.342035615206754,0.0859970691667102,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,,,,,,
3,0.342035615206756,0.0859970691667104,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,,,,,,
4,0.336762592860945,0.111804483566804,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,,,,,,
4,0.340053689318226,0.0956970816758863,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,,,,,,
5,0.336762592860946,0.111804483566804,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_10693,,,,,
6,0.354381118482981,0.025575265857298,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_41969,PHATRDRAFT_10693,,,,
7,0.31586187728919,0.214097512619913,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_42245,,,
7,0.34946898424539,0.0496164087805826,PHATRDRAFT_40430,PHATRDRAFT_14401,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_10693,,,
8,0.304794773211801,0.268262528886885,PHATRDRAFT_42015,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_28191,PHATRDRAFT_51970,PHATRDRAFT_23365,,
8,0.327762956545331,0.155850825231075,PHATRDRAFT_42015,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_11319,PHATRDRAFT_16649,,
10,0.315861877289247,0.214097512619856,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_41969,PHATRDRAFT_8990,PHATRDRAFT_46728
10,0.327762956545419,0.155850825231279,PHATRDRAFT_42015,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_28191,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_55069,PHATRDRAFT_16649
