Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
2,0.201706064780777,0.102749069377212,YNR001C,YPR001W,,,,,,,,,
2,0.246587811684848,0.050205278409188,UNKNOWN,YBR291C,,,,,,,,,
2,0.265668582451156,0.0269387942605472,YFR055W,YLR303W,,,,,,,,,
2,0.265668582354013,0.0269387941807509,YFR055W,YNL277W,,,,,,,,,
2,0.280579130791293,0.00972206690212067,YLR043C,YDR353W,,,,,,,,,
3,0.201576213759254,0.102682923306302,YKL106W,YKL085W,YKL120W,,,,,,,,
4,0.246285425560868,0.050143712607678,YBR291C,YLR348C,YKL085W,YKL029C,,,,,,,
4,0.264049702239346,0.02688025965746,YBR291C,YPL262W,YLR348C,YOL126C,,,,,,,
4,0.246285425536582,0.0501437127240933,YDR035W,YLR348C,YKL085W,YKL029C,,,,,,,
4,0.264049702232408,0.0268802596872591,YDR035W,YPL262W,YLR348C,YOL126C,,,,,,,
4,0.235710176229283,0.060035381875736,YKL106W,YPL262W,YOL126C,YKL120W,,,,,,,
11,0.249107477777762,0.0138505846856592,YML035C,YPL111W,YKL106W,YCR032W,YNL141W,YDL066W,YKL174C,YNL117W,YIR031C,YOL126C,YKL120W
