Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.156818862554608,0.159767057122046,YNR001C,YPR001W,,
2,0.217325680183885,0.0884950169225431,UNKNOWN,YBR291C,,
4,0.246081307939387,0.0501021543233012,YDR035W,YPL262W,YLR348C,YOL126C
