Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.28786570370402,1.50644152110908,YCR010C,YKL174C,
2,0.287865703717895,1.50644151691813,YCR032W,YKL174C,
3,0.287865703724834,1.50644155533519,YCR032W,YOR273C,YLL028W
3,0.287865703717893,1.5064415166853,YCR010C,YOR273C,YLL028W
