Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
4,0.359606707775727,0.145512303000558,Phatr3_EG02215,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_42245,,,,,
4,0.359606707775727,0.145512303000558,PHATRDRAFT_49112,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_42245,,,,,
4,0.359606707775727,0.145512303000558,PHATRDRAFT_49112,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_42245,,,,,
4,0.359606707775721,0.145512303000603,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_42245,PHATRDRAFT_23365,,,,,
4,0.359606707775731,0.0184894306049846,PHATRDRAFT_49112,PHATRDRAFT_55035,PHATRDRAFT_48078,PHATRDRAFT_42245,,,,,
4,0.359606707775731,0.0184894306049847,PHATRDRAFT_45947,PHATRDRAFT_55035,PHATRDRAFT_48078,PHATRDRAFT_23913,,,,,
4,0.359606707775731,0.0184894306049847,PHATRDRAFT_54219,PHATRDRAFT_20183,PHATRDRAFT_48078,PHATRDRAFT_23913,,,,,
4,0.359606707775731,0.00296963883674614,PHATRDRAFT_45947,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_23913,,,,,
5,0.359606707775736,0.145512303000582,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_23913,,,,
5,0.35960670777573,0.0184894306049846,PHATRDRAFT_54219,Phatr3_EG02215,PHATRDRAFT_55035,PHATRDRAFT_48078,Phatr3_EG02101,,,,
5,0.359606707775732,0.0184894306049847,PHATRDRAFT_42015,PHATRDRAFT_54219,PHATRDRAFT_55035,PHATRDRAFT_40430,PHATRDRAFT_48078,,,,
5,0.359606707775732,0.0184894306049847,PHATRDRAFT_55035,PHATRDRAFT_48078,PHATRDRAFT_25572,PHATRDRAFT_23365,PHATRDRAFT_51830,,,,
5,0.359606707775641,0.01848943060498,PHATRDRAFT_20183,PHATRDRAFT_19979,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_51830,,,,
6,0.359606707775731,0.0184894306049847,PHATRDRAFT_54219,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_19979,PHATRDRAFT_859,PHATRDRAFT_23913,,,
6,0.359606707775732,0.0184894306049847,PHATRDRAFT_54219,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_859,PHATRDRAFT_42245,PHATRDRAFT_23365,,,
6,0.359606707775732,0.0184894306049847,PHATRDRAFT_20183,PHATRDRAFT_17720,PHATRDRAFT_859,PHATRDRAFT_20445,PHATRDRAFT_23365,PHATRDRAFT_46728,,,
6,0.359606707775731,0.0184894306049846,PHATRDRAFT_54219,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_42245,,,
7,0.359606707775742,0.14551230300057,PHATRDRAFT_45947,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_29016,PHATRDRAFT_28068,PHATRDRAFT_44384,PHATRDRAFT_22019,,
7,0.359606707775728,0.0184894306049845,PHATRDRAFT_draft976,PHATRDRAFT_20183,PHATRDRAFT_859,PHATRDRAFT_31436,PHATRDRAFT_20445,PHATRDRAFT_44384,PHATRDRAFT_46728,,
8,0.359606707775731,0.145512303000423,PHATRDRAFT_draft976,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_25932,PHATRDRAFT_11014,PHATRDRAFT_20445,PHATRDRAFT_44384,PHATRDRAFT_46728,
9,0.359606707775451,0.145512303000298,PHATRDRAFT_45947,Phatr3_EG02215,PHATRDRAFT_20183,PHATRDRAFT_36256,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_28068,Phatr3_EG02101
