Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.418117715376446,1.60374610701659,b1241,b0351,b4069,b2744,b2297,b2458,b2926,b3617,b4381,b2868,b0114,b0529,b2492,b0904,b1517,b2285,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.43027614548043,1.65038138274214,b1241,b0351,b4069,b2297,b2458,b2779,b3617,b1612,b1611,b4122,b4381,b0114,b0529,b2492,b0904,b1511,b2285,,,,,,,,,,,,,,,,,,,,,,,,
17,0.421994666347535,0.531925261588486,b3399,b1241,b0351,b4069,b2744,b0512,b2297,b2458,b3617,b1779,b0261,b4381,b0114,b0529,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,
18,0.536423532628992,2.0568017776587,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b2926,b3617,b2407,b1982,b4381,b0114,b0529,b2492,b0904,b0515,b1517,,,,,,,,,,,,,,,,,,,,,,,
18,0.527315694805213,2.01823596206844,b1241,b0351,b4069,b0512,b2297,b2458,b2926,b3617,b1612,b1611,b4122,b0261,b4381,b0114,b0529,b2492,b0904,b1206,,,,,,,,,,,,,,,,,,,,,,,
18,0.513765846545742,1.96660575152131,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b2779,b3617,b2407,b0907,b1982,b4381,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,
18,0.432130607743091,1.40591402934986,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b0871,b3617,b1779,b4381,b2868,b0114,b0529,b2492,b0904,b1511,b2285,,,,,,,,,,,,,,,,,,,,,,,
18,0.501282889689656,0.631868252111829,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b1982,b0675,b2361,b0261,b4381,b0114,b0529,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,
18,0.421978681121108,0.531968127710464,b3399,b1241,b0351,b4069,b2744,b0512,b3115,b1849,b2296,b2926,b3617,b4381,b0114,b0529,b2492,b0904,b1511,b2285,,,,,,,,,,,,,,,,,,,,,,,
19,0.527667728068955,2.02393975075935,b1241,b0351,b4069,b2297,b2458,b2926,b1612,b1611,b4122,b3616,b3589,b4381,b0511,b0114,b0529,b2492,b0904,b0516,b1511,,,,,,,,,,,,,,,,,,,,,,
19,0.616951191297835,2.00556087158815,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b3752,b0871,b3617,b2407,b1982,b0261,b4381,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,
19,0.360318393951995,0.855311552685657,b1241,b0351,b0871,b3115,b1849,b2296,b2925,b2097,b2926,b3617,b2690,b3945,b4381,b2868,b0114,b0529,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,
