Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
3,0.841287458772648,0.497878965826473,b0008,b2464,b2029,,
5,0.841287458772648,0.497878965826401,b0008,b0767,b2464,b0837,b0124
