Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
3,0.816120106539621,0.482984775767932,b0008,b2464,b2029,,
5,0.816120106539183,0.482984775771115,b0008,b0767,b2464,b3437,b4268
