Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
4,0.212411077007869,0.269057878593138,CLJU_RS12245,CLJU_RS01155,CLJU_RS02910,CLJU_RS01595,,,,,,,,
5,0.213375238459619,0.247583518161031,CLJU_RS12245,CLJU_RS20875,CLJU_RS02035,CLJU_RS01155,CLJU_RS01595,,,,,,,
7,0.220002075559224,1.06794674811494,CLJU_RS12245,CLJU_RS09865,CLJU_RS09915,CLJU_RS01155,CLJU_RS07210,CLJU_RS03475,CLJU_RS02910,,,,,
8,0.221036549258345,1.04945780584915,CLJU_RS12245,CLJU_RS09865,CLJU_RS09915,CLJU_RS20875,CLJU_RS02035,CLJU_RS01155,CLJU_RS07210,CLJU_RS03475,,,,
11,0.133126124804727,14.1770901149869,CLJU_RS12245,CLJU_RS01155,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS10610,CLJU_RS02910,CLJU_RS06260,
11,0.133126124804727,14.1770901149869,CLJU_RS12245,CLJU_RS06265,CLJU_RS01155,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS15865,CLJU_RS02910,
11,0.133126124804727,14.1770901149869,CLJU_RS12245,CLJU_RS06265,CLJU_RS01155,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS10610,CLJU_RS02910,
11,0.133126124804727,14.1770901149869,CLJU_RS12245,CLJU_RS01155,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS15865,CLJU_RS02910,CLJU_RS06260,
12,0.133902414231639,14.143135371606,CLJU_RS12245,CLJU_RS20875,CLJU_RS02035,CLJU_RS01155,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS15865,CLJU_RS06260
12,0.133902414231639,14.143135371606,CLJU_RS12245,CLJU_RS20875,CLJU_RS02035,CLJU_RS01155,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS10610,CLJU_RS06260
12,0.133902414231639,14.143135371606,CLJU_RS12245,CLJU_RS06265,CLJU_RS20875,CLJU_RS02035,CLJU_RS01155,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS10610
12,0.133902414231639,14.143135371606,CLJU_RS12245,CLJU_RS06265,CLJU_RS20875,CLJU_RS02035,CLJU_RS01155,CLJU_RS19980,CLJU_RS15035,CLJU_RS12480,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS15865
