Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
5,0.404116328926445,6.92901898740571,b2587,b1852,b2463,b1603,b0729,,,
5,0.404116328926445,6.92901898740571,b2587,b2463,b1603,b0767,b0729,,,
5,0.404116328926445,6.92901898740571,b0727,b2587,b2029,b2463,b1603,,,
5,0.404116328926445,6.92901898740571,b2587,b2029,b2463,b1603,b0729,,,
6,0.404116328926445,6.92901898740571,b2587,b2029,b4015,b3236,b1603,b0729,,
7,0.471482330489381,6.41708790002857,b1849,b3115,b2296,b0727,b2587,b4015,b0767,
7,0.471482330489381,6.41708790002857,b1849,b3115,b2296,b0727,b2587,b1852,b4015,
8,0.471482330489381,6.41708790002857,b1849,b3115,b2296,b2587,b4014,b2976,b0767,b0729
8,0.471482330489381,6.41708790002857,b1849,b3115,b2296,b2587,b1852,b4014,b2976,b0729
8,0.501130765872061,5.74788254236493,b0727,b2587,b4014,b2976,b1603,b3962,b2297,b2458
8,0.501130765872061,5.74788254236493,b1849,b3115,b2296,b0727,b2587,b4015,b1603,b3962
