Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
5,0.26634773758443,0.318202978067064,YLR027C,YKR039W,YHR208W,YGR244C,YNL268W,
5,0.26634773762258,0.318202978531874,YLR027C,YDR148C,YKR039W,YHR208W,YNL268W,
6,0.266324778435581,0.318175549469989,YLR027C,YKR039W,YHR208W,YNL268W,YJL045W,YKL148C
