Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
3,0.817363411161875,0.483720570895416,b0008,b2464,b2029,,,,
5,0.817363411161875,0.483720570895472,b0008,b0767,b2464,b0837,b0124,,
5,0.817363411161875,0.483720570895188,b0008,b2464,b1852,b3437,b4268,,
5,0.817363411161875,0.483720570895188,b0008,b0767,b2464,b3437,b4268,,
5,0.817363411161875,0.483720570895472,b0008,b2464,b1852,b0837,b0124,,
7,0.817363411162213,0.483720570904866,b0008,b0767,b2464,b4265,b4321,b3415,b4476
