Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.721747116128429,0.381128957830432,b2836,b0474,b2518,b2744,b1278,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b4138,b4123,b0621,b3918,b1206,,,,,,,,,,,,,,,,,,,,,,,
21,0.642044890343876,0.339092798818791,b3831,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1779,b1759,b3449,b0411,b4138,b4123,b0621,b4381,b2239,b3918,b1912,b1206,,,,,,,,,,,,,,,,,,,,,,,
21,0.642044890343858,0.339092797986546,b3831,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1779,b1759,b3449,b0411,b4138,b4123,b0621,b4381,b3918,b1912,b0494,b1206,,,,,,,,,,,,,,,,,,,,,,,
21,0.635527602694872,0.335548278648668,b0474,b2518,b2744,b4152,b2926,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b4381,b0452,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,,
21,0.635526919650009,0.335547918061772,b0474,b2518,b3831,b3752,b4152,b2781,b1612,b1611,b4122,b1779,b1759,b4161,b0411,b4138,b4123,b0621,b4381,b0452,b3918,b1912,b1206,,,,,,,,,,,,,,,,,,,,,,,
21,0.721747116128417,0.381128957829103,b2836,b4382,b0474,b2518,b3831,b4384,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4161,b4138,b4123,b0621,b2406,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,,
22,0.726922892007913,0.383920690808537,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b4138,b4123,b0621,b4381,b2406,b2835,b3918,b0789,b1249,b0494,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.726922892007937,0.383920690798071,b3831,b3614,b0910,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4138,b4123,b0621,b4381,b2406,b3825,b3918,b4042,b0494,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.725985757455105,0.383425747875687,b0474,b2518,b2744,b1278,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b4138,b4123,b0621,b2835,b3918,b0494,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.725985757455105,0.383425747876866,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b1701,b1805,b4138,b4123,b0621,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.725985757455105,0.383425747876438,b0474,b2518,b3831,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4161,b4138,b4123,b0621,b4381,b2406,b3821,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.725985757454883,0.383425747866186,b0474,b2518,b3831,b1278,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4161,b4138,b4123,b0621,b4381,b2406,b3821,b3918,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.725985757455105,0.383425747876138,b0474,b2518,b3831,b1278,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b3449,b4161,b4138,b4123,b0621,b4381,b2239,b2406,b3918,b0418,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.708497971777352,0.374189661285906,b3831,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4138,b4123,b0621,b2913,b4381,b2406,b3453,b2835,b3918,b1912,b2240,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.642044890343872,0.339092799077406,b3831,b3614,b0910,b4152,b2926,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b0411,b4138,b4123,b0621,b4381,b3821,b3918,b1912,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.642044890343879,0.339092798802087,b3831,b3614,b0910,b3752,b4152,b2926,b2781,b1612,b1611,b4122,b1759,b0411,b4138,b4123,b0621,b4381,b2239,b3453,b2835,b3918,b1912,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.635524699763514,0.335597969270419,b2836,b4382,b0474,b2518,b4384,b2744,b1278,b4152,b2781,b1612,b1611,b4122,b1779,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b3918,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.631435687267509,0.333489599706953,b2744,b3614,b0910,b4152,b2779,b2781,b1612,b1611,b4122,b1759,b2440,b4374,b0675,b4388,b4138,b4123,b0621,b4381,b3918,b1912,b2240,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.568188505163599,0.30008591856789,b2744,b1278,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b4138,b4123,b0621,b4381,b2492,b0904,b3821,b3918,b1206,b2285,,,,,,,,,,,,,,,,,,,,,,
22,0.638510465833034,0.142925885321582,b4382,b4384,b2744,b3614,b0910,b4152,b2779,b2781,b1612,b1611,b4122,b0907,b1759,b4374,b0675,b4138,b4123,b0621,b3918,b1912,b1206,b3924,,,,,,,,,,,,,,,,,,,,,,
22,0.708109172747596,0.0884247788929747,b0474,b2518,b2744,b1278,b4152,b2781,b1612,b1611,b4122,b0907,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b4381,b3821,b3918,b1206,b3924,,,,,,,,,,,,,,,,,,,,,,
22,0.675194303659233,0.0103416067432868,b3831,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b0411,b4388,b4138,b4123,b0621,b4381,b0452,b0755,b3612,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,
22,0.635524699763496,0.335597969260182,b2836,b0474,b2518,b2744,b4152,b2926,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b4381,b3918,b0789,b1249,b1206,,,,,,,,,,,,,,,,,,,,,,
23,0.726921119561265,0.383919754690203,b4382,b3831,b4384,b3614,b0910,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4138,b4123,b0621,b2406,b3821,b3918,b0789,b1249,b1206,,,,,,,,,,,,,,,,,,,,,
23,0.725985757454995,0.383425747871752,b0474,b2518,b3831,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4161,b4138,b4123,b0621,b4381,b2239,b2406,b3453,b3825,b3918,b0789,b1249,b1206,,,,,,,,,,,,,,,,,,,,,
23,0.725985757454979,0.383425747871734,b0474,b2518,b3831,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4161,b4138,b4123,b0621,b4381,b2406,b3821,b3918,b0789,b1249,b1206,,,,,,,,,,,,,,,,,,,,,
23,0.721747116128412,0.381128957828868,b2836,b0474,b2518,b3831,b2744,b1278,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b2361,b2291,b0411,b4138,b4123,b0621,b3918,b1206,,,,,,,,,,,,,,,,,,,,,
23,0.638982309794953,0.337475312012546,b4382,b0474,b2518,b3831,b4384,b3752,b4152,b2926,b2781,b1612,b1611,b4122,b1759,b4161,b0411,b4138,b4123,b0621,b3821,b3918,b0789,b1249,b1206,,,,,,,,,,,,,,,,,,,,,
23,0.600027694213001,0.316901626580028,b4382,b3831,b4384,b1278,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b0411,b4388,b4138,b4123,b0621,b3825,b3918,b0418,b1206,b2285,,,,,,,,,,,,,,,,,,,,,
23,0.593043091009075,0.31321274329704,b2836,b4382,b0474,b2518,b4384,b2744,b4152,b2781,b1612,b1611,b4122,b0907,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b3918,b4042,b1206,b2285,,,,,,,,,,,,,,,,,,,,,
23,0.543478496056286,0.287035450339483,b2744,b1278,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b0907,b1759,b4374,b0675,b2361,b2291,b4138,b4123,b0621,b3918,b0418,b1206,b2285,b3924,,,,,,,,,,,,,,,,,,,,,
23,0.634096316976814,0.164325637814686,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1779,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b4381,b0755,b3612,b3918,b1912,b1206,b3924,,,,,,,,,,,,,,,,,,,,,
24,0.726922892007937,0.383920690802953,b3831,b2744,b1278,b3614,b0910,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4374,b2361,b2291,b4138,b4123,b0621,b2406,b3821,b3918,b1206,,,,,,,,,,,,,,,,,,,,
24,0.675190346474501,0.0105507216207222,b4382,b3831,b4384,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b0907,b1759,b0411,b4138,b4123,b0621,b0452,b0755,b3612,b3918,b0789,b1249,b1206,,,,,,,,,,,,,,,,,,,,
25,0.722673385243432,0.381618087566617,b3831,b2744,b3614,b0910,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4374,b2361,b2291,b4138,b4123,b0621,b2406,b0452,b3825,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,
25,0.592888826224534,0.313035695447492,b0474,b2518,b3831,b3752,b4152,b2781,b1612,b1611,b4122,b2388,b1759,b0394,b4161,b0411,b4138,b4123,b0621,b4381,b0452,b0837,b0124,b3918,b4042,b1206,b2285,,,,,,,,,,,,,,,,,,,
25,0.566445212048764,0.299165206518663,b2836,b0474,b2518,b3831,b4152,b2781,b0030,b1232,b1612,b1611,b4122,b0651,b2162,b1759,b4161,b0411,b4138,b4123,b0621,b4381,b3918,b4042,b1206,b2285,b3924,,,,,,,,,,,,,,,,,,,
25,0.51957503492953,0.219184741800893,b4382,b4384,b2744,b1278,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1779,b1759,b4374,b0675,b4138,b4123,b0621,b0755,b3612,b0529,b3918,b0418,b1206,b2285,,,,,,,,,,,,,,,,,,,
26,0.521499165094508,0.275427176430394,b0474,b2518,b3831,b1278,b4152,b2779,b2926,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4161,b0411,b4138,b4123,b0621,b4381,b2835,b3918,b0418,b1206,b2285,,,,,,,,,,,,,,,,,,
27,0.600024928661239,0.316900165901186,b4382,b3831,b4384,b3614,b0910,b3926,b4152,b2781,b0030,b1612,b1611,b4122,b0907,b0651,b2162,b1759,b3945,b4138,b4123,b0621,b2406,b3825,b3918,b0789,b1249,b1206,b2285,,,,,,,,,,,,,,,,,
30,0.563149864762814,0.297424785128449,b4467,b2836,b2242,b3831,b3614,b0910,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b1415,b0411,b4138,b4123,b0621,b4381,b3028,b3918,b4042,b1206,b2285,b3893,b1474,,,,,,,,,,,,,,
31,0.568187283646028,0.300085273364561,b4467,b2242,b2744,b3614,b0910,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b4374,b0675,b4138,b4123,b0621,b4381,b0306,b3605,b3028,b3821,b3918,b4042,b1206,b2285,b3893,b1474,,,,,,,,,,,,,
31,0.563147979130627,0.297423790251919,b4467,b2836,b2242,b2744,b1278,b3614,b0910,b2781,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1759,b4374,b0675,b1415,b4015,b4138,b4123,b0621,b4381,b2492,b0904,b3028,b3918,b1206,b2285,,,,,,,,,,,,,
31,0.563145909792721,0.29742269649122,b4467,b2836,b2242,b0474,b2518,b2744,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b4374,b4161,b0675,b1415,b4138,b4123,b0621,b4381,b2492,b0904,b3028,b3918,b4042,b1206,b2285,,,,,,,,,,,,,
31,0.478169601985802,0.252542884397463,b3831,b2744,b3614,b0910,b3752,b3926,b4152,b2297,b2458,b2925,b2097,b2926,b2781,b1612,b1611,b4122,b2690,b1759,b4374,b2361,b2291,b0411,b3945,b4138,b4123,b0621,b0529,b3927,b3918,b1206,b2285,,,,,,,,,,,,,
32,0.563146405448536,0.297332179110749,b2242,b3553,b0474,b2518,b3831,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b1033,b4161,b1415,b4138,b4123,b0621,b4381,b2406,b0452,b2492,b0904,b3028,b3918,b4042,b1206,b2285,,,,,,,,,,,,
33,0.542817399572026,0.286686295498325,b4467,b2242,b0474,b2518,b3831,b2781,b0030,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b0651,b2162,b1759,b2210,b4161,b1415,b0411,b4388,b4138,b4123,b0621,b4381,b2492,b0904,b3028,b3918,b1912,b1206,b2285,,,,,,,,,,,
34,0.48240164029494,0.254778014390951,b0474,b2518,b1241,b0351,b3831,b3752,b4152,b0871,b3115,b1849,b2296,b2925,b2097,b2926,b2781,b3617,b1232,b1612,b1611,b4122,b2690,b1759,b4161,b4015,b0614,b3945,b4138,b4123,b0621,b2406,b0452,b3918,b1206,b2285,,,,,,,,,,
34,0.405291897403419,0.105031124947962,b3831,b3614,b0910,b4152,b0871,b2925,b2097,b2781,b3617,b0030,b1612,b1611,b4122,b0651,b2162,b1779,b2690,b1759,b3962,b4267,b3945,b4138,b4123,b0621,b4381,b2406,b0114,b2492,b0904,b3918,b0325,b0508,b4266,b1206,,,,,,,,,,
36,0.568233517955274,0.299729543118738,b2242,b3553,b4382,b0474,b2518,b3831,b4384,b2781,b0030,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b0651,b2162,b1759,b2210,b1033,b4161,b4138,b4123,b0621,b2406,b0306,b3605,b2492,b0904,b3028,b3821,b3918,b4042,b1206,b2285,,,,,,,,
39,0.438706934599493,0.231700873919444,b4269,b0493,b3588,b3003,b3011,b3831,b3614,b0910,b3752,b3926,b2930,b4232,b3697,b3925,b4152,b0871,b2297,b2458,b2781,b1612,b1611,b4122,b1779,b1759,b3946,b0825,b4015,b0411,b0614,b0726,b4138,b4123,b0621,b0452,b0755,b3612,b3918,b1206,b2285,,,,,
44,0.394325080122361,0.208260819399586,b3553,b0474,b2518,b3831,b2930,b4232,b3697,b3925,b4152,b2297,b2458,b2781,b0030,b1612,b1611,b4122,b0907,b0651,b2162,b1779,b2690,b1759,b3962,b4267,b1033,b4161,b1415,b4014,b2976,b0614,b0726,b3945,b4138,b4123,b0621,b2406,b0452,b1539,b1380,b3918,b0325,b4266,b1206,b3924
