Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,
10,0.0913820461549065,0.123768843912698,BSU24170,BSU13110,BSU29470,BSU15350,BSU00730,BSU19370,BSU32410,BSU40190,BSU24130,BSU03910,,,,
10,0.0896338438566455,0.15500286500638,BSU24170,BSU13110,BSU04470,BSU15350,BSU06510,BSU07570,BSU40190,BSU00930,BSU28430,BSU37660,,,,
10,0.089633843833227,0.155002885854403,BSU24170,BSU13110,BSU29470,BSU15350,BSU06510,BSU00730,BSU19370,BSU40190,BSU24120,BSU03910,,,,
10,0.0913820461549065,0.123768843912698,BSU24170,BSU13110,BSU29470,BSU15350,BSU00730,BSU19370,BSU32410,BSU40190,BSU24120,BSU03910,,,,
10,0.089633843833227,0.155002885854403,BSU24170,BSU13110,BSU15350,BSU06510,BSU19370,BSU40190,BSU24130,BSU00930,BSU03910,BSU37660,,,,
10,0.0913820461549065,0.123768843912698,BSU24170,BSU13110,BSU15350,BSU19370,BSU32410,BSU40190,BSU00930,BSU24120,BSU03910,BSU37660,,,,
11,0.0915085012286807,0.122763875150434,BSU13110,BSU04470,BSU29470,BSU15350,BSU07570,BSU32410,BSU40190,BSU17150,BSU00930,BSU28430,BSU38990,,,
11,0.0894434283251299,0.287659280895626,BSU13110,BSU04470,BSU29470,BSU36000,BSU15350,BSU07570,BSU32410,BSU40190,BSU18230,BSU28430,BSU38990,,,
11,0.0893226125428505,0.288418875482236,BSU24170,BSU13110,BSU29470,BSU36000,BSU15350,BSU19370,BSU32410,BSU37120,BSU39670,BSU24130,BSU03910,,,
11,0.0913820461826618,0.123768874855596,BSU24170,BSU13110,BSU04470,BSU29470,BSU15350,BSU00730,BSU07570,BSU40190,BSU28430,BSU32460,BSU32450,,,
11,0.0896338438401658,0.15500287366079,BSU24170,BSU13110,BSU15350,BSU06510,BSU00730,BSU19370,BSU37120,BSU39670,BSU24140,BSU03910,BSU37660,,,
11,0.0915085012286807,0.122763875150434,BSU13110,BSU04470,BSU29470,BSU15350,BSU07570,BSU32410,BSU40190,BSU18230,BSU00930,BSU28430,BSU38990,,,
11,0.0913820462242951,0.123768928429804,BSU24170,BSU13110,BSU15350,BSU00730,BSU19370,BSU32410,BSU37120,BSU39670,BSU24120,BSU03910,BSU37660,,,
11,0.0878210266433749,0.306520075302135,BSU24170,BSU13110,BSU04470,BSU29470,BSU15350,BSU29710,BSU08070,BSU06510,BSU07570,BSU40190,BSU28430,,,
11,0.0896338438332268,0.155002861597388,BSU24170,BSU13110,BSU04470,BSU15350,BSU06510,BSU07570,BSU37120,BSU39670,BSU00930,BSU28430,BSU37660,,,
11,0.0915085012286807,0.122763875150434,BSU13110,BSU04470,BSU15350,BSU07570,BSU32410,BSU40190,BSU17150,BSU00930,BSU28430,BSU38990,BSU37660,,,
11,0.0897555036126577,0.154059547815485,BSU13110,BSU04470,BSU29470,BSU15350,BSU06510,BSU07570,BSU40190,BSU18230,BSU00930,BSU28430,BSU38990,,,
11,0.0894434283407425,0.28765928613641,BSU13110,BSU36000,BSU15350,BSU19370,BSU32410,BSU40190,BSU17150,BSU24140,BSU03910,BSU38990,BSU37660,,,
11,0.0897555036126577,0.154059533345547,BSU13110,BSU29470,BSU15350,BSU06510,BSU19370,BSU40190,BSU17150,BSU00930,BSU39760,BSU03910,BSU38990,,,
