Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.359606707775551,0.0322056617015046,PHATRDRAFT_10454,PHATRDRAFT_859,
3,0.359606707775731,0.0322056617016722,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068
3,0.359606707775729,0.0136826542391077,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_18064
