Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.429663411857135,0.955015443510598,b4467,b1478,b1241,b4069,b2297,b2458,b2779,b3844,b1004,b3713,b1109,b0046,b3124,b3236,b0937,b2799,b3945,b1602,b2913,b4381,b0529,b2492,b0904,b1380,b0514,b1518,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.426991920192834,0.949077502982688,b4467,b1478,b1241,b4069,b2297,b2458,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b2210,b2799,b3945,b1602,b0153,b4381,b0584,b0529,b2492,b0904,b1380,b2660,b1518,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.488717833242332,0.0159029597650355,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b1779,b0261,b2799,b3945,b1602,b2913,b2223,b4381,b3915,b0529,b2492,b0904,b1380,b0606,b2285,b1007,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.423363464673642,1.00260999207232,b4467,b1478,b1241,b4069,b2297,b2458,b2779,b1004,b3713,b1109,b0046,b3236,b2799,b3945,b1602,b0507,b2342,b3845,b2913,b4381,b3915,b0529,b2492,b0904,b1380,b1518,b0606,b2285,b1009,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.429663411857129,0.955015443496492,b3553,b1478,b1241,b4069,b2297,b2458,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b1033,b4015,b2799,b3945,b1602,b4381,b0529,b1539,b2492,b0904,b1380,b2660,b1517,b0606,b2285,b1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.425894614291825,0.944537789393806,b3553,b1478,b1241,b4069,b3115,b1849,b2296,b2926,b1004,b3713,b1109,b0046,b3236,b1033,b2799,b3945,b1602,b2913,b4381,b3915,b0529,b2492,b0904,b1380,b1511,b0606,b0221,b2285,b1010,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.425894614291673,0.944537789375505,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b2799,b3945,b1602,b4381,b3915,b0755,b3612,b0529,b2492,b0904,b1380,b2660,b0514,b1517,b0606,b0221,b2285,b1010,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.441919947820999,0.516918255813331,b3553,b1478,b4382,b1241,b4069,b4384,b3115,b1849,b2296,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b1033,b2799,b3945,b1602,b3915,b0529,b2492,b0904,b1380,b2660,b1517,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.499012954408171,0.297184919432074,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b0937,b2799,b3945,b1602,b4381,b2975,b3603,b2492,b0904,b1380,b2660,b1517,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.499012954408187,0.297184919434071,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b4015,b2799,b3945,b1602,b0153,b4381,b2492,b0904,b3035,b1380,b2660,b1511,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.508187629342123,0.0448671233608232,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b3844,b1004,b3713,b1109,b0046,b3236,b4015,b2799,b3945,b1602,b3915,b0755,b3612,b0529,b2492,b0904,b1380,b2660,b1695,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.423363464673731,1.0026099920933,b3553,b1478,b3846,b2341,b1241,b4069,b3115,b1849,b2296,b2779,b1004,b3713,b1109,b0046,b3236,b1033,b4015,b2799,b3945,b1602,b2913,b4381,b3915,b0529,b2492,b0904,b1380,b1517,b0606,b2285,b1011,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.429663411857135,0.955015443489072,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b2799,b3945,b1602,b4381,b0509,b3125,b0755,b3612,b0529,b2492,b0904,b1380,b0508,b2660,b1518,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.499986316304315,0.297764600752422,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b2066,b1241,b4384,b0871,b2926,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b4015,b2799,b3945,b1602,b2913,b2492,b0904,b1380,b1511,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.499012954408298,0.297184919448141,b3553,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b1033,b2799,b3945,b1602,b4381,b0755,b3612,b2492,b0904,b1380,b2660,b0514,b1517,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.500166096764112,0.293743047152194,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b2066,b1241,b4384,b0871,b2779,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b4015,b0261,b2799,b3945,b1602,b3915,b2492,b0904,b1380,b2660,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.441794537478208,0.520319393103434,b4467,b1478,b3399,b2066,b1241,b4069,b2502,b2744,b2297,b2458,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b2498,b2361,b2291,b2799,b3945,b1602,b0529,b2492,b0904,b1380,b2660,b1518,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.49917295893837,0.293271600968018,b3553,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b1033,b2799,b3945,b1602,b0507,b4381,b3915,b0755,b3612,b1539,b2492,b0904,b1380,b2660,b1511,b0606,b2285,b1008,,,,,,,,,,,,,,,,,,,,,,,,,,
