Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
2,0.201706064780778,0.102749069392454,YNR001C,YPR001W,,,,,,,,,,
2,0.246587811695255,0.0502052784547856,UNKNOWN,YBR291C,,,,,,,,,,
2,0.265668582465034,0.0269387941807509,YFR055W,YLR303W,,,,,,,,,,
2,0.265668582201356,0.0269387942352175,YFR055W,YNL277W,,,,,,,,,,
2,0.280579130820784,0.00972206690229761,YLR043C,YDR353W,,,,,,,,,,
3,0.201576213704176,0.102682923285524,YKL106W,YKL085W,YKL120W,,,,,,,,,
4,0.264049702244983,0.0268802596903516,YBR291C,YPL262W,YLR348C,YOL126C,,,,,,,,
4,0.264049702248019,0.0268802597129252,YDR035W,YPL262W,YLR348C,YOL126C,,,,,,,,
4,0.246285425574747,0.050143712607678,YDR035W,YLR348C,YKL085W,YKL029C,,,,,,,,
4,0.235710176230149,0.0600353818764386,YKL106W,YPL262W,YOL126C,YKL120W,,,,,,,,
12,0.247147111037788,0.0137415712874713,YDR035W,YML035C,YPL111W,YCR032W,YNL141W,YNL037C,YDL066W,YKL174C,YLR348C,YOL126C,YLR164W,YDR178W
