Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
2,0.20509137278348,4.10141129201119,CLJU_RS11895,CLJU_RS01595,,,,,
2,0.20509137278348,4.10141129201119,CLJU_RS11880,CLJU_RS01595,,,,,
2,0.213870889262155,0.181651315497913,CLJU_RS01155,CLJU_RS01595,,,,,
4,0.21545658899098,0.137513552006153,CLJU_RS11880,CLJU_RS07210,CLJU_RS03475,CLJU_RS18530,,,
4,0.21545658899098,0.137513552006153,CLJU_RS11895,CLJU_RS07210,CLJU_RS03475,CLJU_RS18530,,,
5,0.2089342577333,3.18567822818022,CLJU_RS12245,CLJU_RS20875,CLJU_RS02035,CLJU_RS01595,CLJU_RS05590,,
6,0.209771578320054,0.133885136572357,CLJU_RS05870,CLJU_RS08100,CLJU_RS08095,CLJU_RS11880,CLJU_RS18530,CLJU_RS05590,
6,0.209771578320054,0.133885136572357,CLJU_RS05870,CLJU_RS08100,CLJU_RS08095,CLJU_RS11895,CLJU_RS18530,CLJU_RS05590,
7,0.140109365034483,0.523041429953716,CLJU_RS11895,CLJU_RS00610,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590
7,0.140109365034483,0.523041429953716,CLJU_RS11880,CLJU_RS00965,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590
7,0.140109365034483,0.523041429953716,CLJU_RS11895,CLJU_RS00965,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590
7,0.140109365034483,0.523041429953716,CLJU_RS11880,CLJU_RS00610,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590
