Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
5,0.0599082027015356,1.46679513347306,PHATRDRAFT_30519,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_11414,PHATRDRAFT_52223,,,,
5,0.0599082027015356,1.46679513347306,PHATRDRAFT_30519,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_11414,PHATRDRAFT_52223,,,,
5,0.0599082027015894,1.46679513347598,PHATRDRAFT_30519,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,,
5,0.0617058383442073,1.45799708087303,PHATRDRAFT_22122,PHATRDRAFT_draft1572,PHATRDRAFT_22357,PHATRDRAFT_11414,PHATRDRAFT_52223,,,,
5,0.0617058383442247,1.45799708087367,PHATRDRAFT_22122,PHATRDRAFT_draft1572,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,,
5,0.0617058383442524,1.45799708087455,Phatr3_EG02232,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,,
5,0.0617058383442524,1.45799708087455,Phatr3_EG02232,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,,
5,0.0617058383441519,1.45799708087309,Phatr3_EG02232,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_11414,PHATRDRAFT_52223,,,,
5,0.0599082027015894,1.46679513347598,PHATRDRAFT_30519,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,,
6,0.0617058383441917,1.45799708087284,PHATRDRAFT_48983,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_11414,PHATRDRAFT_52223,,,
6,0.0617058383442455,1.45799708087542,PHATRDRAFT_34120,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_11414,PHATRDRAFT_52223,,,
6,0.0617058383442316,1.45799708087372,PHATRDRAFT_26934,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_12331,PHATRDRAFT_11414,,,
6,0.061705838344242,1.45799708087463,PHATRDRAFT_34120,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_12331,PHATRDRAFT_11414,,,
6,0.0617058383441917,1.45799708087284,PHATRDRAFT_48983,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_11414,PHATRDRAFT_52223,,,
6,0.0617058383442316,1.45799708087372,PHATRDRAFT_26934,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_12331,PHATRDRAFT_11414,,,
7,0.059908202701638,1.46679513347683,PHATRDRAFT_29157,PHATRDRAFT_22357,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_11414,PHATRDRAFT_52223,,
7,0.0599082027015704,1.46679513347472,PHATRDRAFT_29157,PHATRDRAFT_22357,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_12331,PHATRDRAFT_11414,,
7,0.0620765060134342,1.4561829459208,PHATRDRAFT_22993,PHATRDRAFT_41423,PHATRDRAFT_draft825,PHATRDRAFT_draft1572,PHATRDRAFT_22357,PHATRDRAFT_11414,PHATRDRAFT_52223,,
7,0.294629678775507,0.31801289733423,PHATRDRAFT_49372,PHATRDRAFT_22404,PHATRDRAFT_22357,PHATRDRAFT_50097,PHATRDRAFT_859,PHATRDRAFT_11414,PHATRDRAFT_52223,,
7,0.0602575269875786,1.46508545807117,PHATRDRAFT_22993,PHATRDRAFT_41423,PHATRDRAFT_draft825,PHATRDRAFT_30519,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,
8,0.141217657239035,1.06884749542542,PHATRDRAFT_draft870,PHATRDRAFT_22404,Phatr3_EG02251,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_48078,PHATRDRAFT_11414,PHATRDRAFT_52223,
8,0.133201887564962,1.10807856181449,PHATRDRAFT_22404,PHATRDRAFT_36256,Phatr3_EG02251,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_23913,PHATRDRAFT_12331,PHATRDRAFT_11414,
9,0.0620765060134256,1.45618294592023,PHATRDRAFT_2793,PHATRDRAFT_31994,Phatr_9124,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_12331,PHATRDRAFT_11414
9,0.207868276978232,0.7426436504917,PHATRDRAFT_30519,PHATRDRAFT_22404,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_draft1572,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,PHATRDRAFT_23723
9,0.207868276978259,0.742643650491152,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_22404,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_14401,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414
