Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
4,0.230435518768271,0.557681197973736,YPO0070,YPO1771,YPO1321,YPO2074,,,,
4,0.230435518768271,0.557681197974646,YPO0070,YPO1771,YPO1321,YPO3834,,,,
4,0.230435518768229,0.557681197973069,YPO3080,YPO0070,YPO1771,YPO1321,,,,
4,0.230435518768174,0.557681197976493,YPO0070,YPO1771,YPO1321,YPO3141,,,,
4,0.230435518768174,0.557681197974182,YPO0793,YPO0070,YPO1771,YPO1321,,,,
5,0.230435518768452,0.557681197978769,YPO0181,YPO3080,YPO3011,YPO1771,YPO1321,,,
5,0.230435518768162,0.557681197972586,YPO0181,YPO3011,YPO1771,YPO1321,YPO2074,,,
5,0.230435518768271,0.557681197973288,YPO0181,YPO3011,YPO1771,YPO1321,YPO3141,,,
5,0.230435518768227,0.557681197972255,YPO0793,YPO0181,YPO3011,YPO1771,YPO1321,,,
6,0.0915511682849301,0.612172267332205,YPO3371,YPO0181,YPO1845,YPO1771,YPO1321,YPO3834,,
6,0.0915511682849301,0.612172267332205,YPO3371,YPO0181,YPO1845,YPO1771,YPO1321,YPO2074,,
7,0.0915515779609472,0.613388111687727,YPO0181,YPO1845,YPO1145,YPO3014,YPO1771,YPO1321,YPO3141,
7,0.0915511682849319,0.612172267334987,YPO0181,YPO1845,YPO1145,YPO3014,YPO1771,YPO1321,YPO3834,
7,0.0915515884574858,0.612172330339009,YPO0181,YPO3080,YPO1845,YPO1145,YPO3014,YPO1771,YPO1321,
8,0.0915515753555784,0.613380377125348,YPO3977,YPO0181,YPO1845,YPO1771,YPO1321,YPO3868,YPO3270,YPO3141
