Deletion size,Max growth rate,Min production rate,Deleted genes,,
3,0.0410214508783558,0.386129256157422,TM1415,TM1611,TM0202
3,0.0410214508783558,0.386129256157865,TM1611,TM0202,TM1419
3,0.0410214508783558,0.386129256157865,TM1611,TM0202,TM_1418
