Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.276455990460036,0.330279206113809,YLR027C,YHR208W,YGR244C,
3,0.276455990460036,0.330279205994287,YLR027C,YDR148C,YHR208W,
4,0.27643125566314,0.330249661608738,YLR027C,YHR208W,YKL148C,YDR178W
